FID,gid,entidad,geom,fna,gna,nam,fun,fdc,sag
puntos_de_transporte_aereo_GB005.513,513,0,POINT (-68.31236699499993 -54.83951379499996),Aeropuerto Internacional Malvinas Argentinas,Aeropuerto Internacional,Malvinas Argentinas,6,IGN/ORSNA,IGN
puntos_de_transporte_aereo_GB005.519,519,0,POINT (-65.28343162399995 -43.209676026999944),Aeropuerto Internacional Almirante Marco Andrés Zar,Aeropuerto Internacional,Almirante Marco Andrés Zar,6,IGN/ORSNA,IGN
puntos_de_transporte_aereo_GB005.544,544,0,POINT (-71.14673937599997 -42.90611183499993),Aeropuerto Brigadier General Antonio Parodi,Aeropuerto,Brigadier General Antonio Parodi,6,IGN/ORSNA,IGN
puntos_de_transporte_aereo_GB005.552,552,0,POINT (-65.10040988099996 -42.75506707499994),Aeropuerto El Tehuelche,Aeropuerto,El Tehuelche,6,IGN/ORSNA,IGN
puntos_de_transporte_aereo_GB005.558,558,0,POINT (-58.81158631699998 -38.487206422999975),Aeropuerto Edgardo Hugo Yelpo,Aeropuerto,Edgardo Hugo Yelpo,6,IGN/ORSNA,IGN
puntos_de_transporte_aereo_GB005.564,564,0,POINT (-63.00559754899996 -40.86309817799997),Aeropuerto Gobernador Edgardo Castello,Aeropuerto,Gobernador Edgardo Castello,6,IGN/ORSNA,IGN
puntos_de_transporte_aereo_GB005.573,573,0,POINT (-69.30633741799994 -51.611716086999934),Aeropuerto Internacional Piloto Civil Norberto Fernández,Aeropuerto Internacional,Piloto Civil Norberto Fernández,6,IGN/ORSNA,IGN
puntos_de_transporte_aereo_GB005.580,580,0,POINT (-64.29894634899995 -27.756013870999936),Aeropuerto Vicecomodoro Ángel de la Paz Aragonés,Aeropuerto,Vicecomodoro Ángel de la Paz Aragonés,6,IGN/ORSNA,IGN
puntos_de_transporte_aereo_GB005.590,590,0,POINT (-58.75854160399996 -27.44905470499998),Aeropuerto Internacional Doctor Fernando Piragine Niveyro,Aeropuerto Internacional,Doctor Fernando Piragine Niveyro,6,IGN/ORSNA,IGN
puntos_de_transporte_aereo_GB005.598,598,0,POINT (-59.04873127999997 -27.44485037499993),Aeropuerto Internacional José de San Martín,Aeropuerto Internacional,José de San Martín,6,IGN/ORSNA,IGN
puntos_de_transporte_aereo_GB005.603,603,0,POINT (-60.78041889899998 -32.91693875899995),Aeropuerto Internacional Islas Malvinas,Aeropuerto Internacional,Islas Malvinas,6,IGN/ORSNA,IGN
puntos_de_transporte_aereo_GB005.614,614,0,POINT (-65.47843462099996 -24.84432526599994),Aeropuerto Internacional General Martín Miguel de Güemes,Aeropuerto Internacional,General Martín Miguel de Güemes,6,IGN/ORSNA,IGN
puntos_de_transporte_aereo_GB005.624,624,0,POINT (-65.10831852099994 -26.835813637999934),Aeropuerto Internacional Teniente Benjamín Matienzo,Aeropuerto Internacional,Teniente Benjamín Matienzo,6,IGN/ORSNA,IGN
puntos_de_transporte_aereo_GB005.625,625,0,POINT (-57.14879492899996 -29.688962577999973),Aeropuerto Internacional Paso de los Libres,Aeropuerto Internacional,Paso de los Libres,6,IGN/ORSNA,IGN
puntos_de_transporte_aereo_GB005.626,626,0,POINT (-59.69332386099995 -29.20163641099998),Aeropuerto Teniente Daniel Jukic,Aeropuerto,Teniente Daniel Jukic,6,IGN/ORSNA,IGN
puntos_de_transporte_aereo_GB005.634,634,0,POINT (-63.79565088099997 -22.61501126899998),Aeropuerto General Enrique Mosconi,Aeropuerto,General Enrique Mosconi,6,IGN/ORSNA,IGN
puntos_de_transporte_aereo_GB005.637,637,0,POINT (-66.35076075899997 -33.275072475999934),Aeropuerto Brigadier Mayor César Raúl Ojeda,Aeropuerto,Brigadier Mayor César Raúl Ojeda,6,IGN/ORSNA,IGN
puntos_de_transporte_aereo_GB005.657,657,0,POINT (-66.79422772999999 -29.38385974099998),Aeropuerto Capitán Vicente Almandos Almonacid,Aeropuerto,Capitán Vicente Almandos Almonacid,6,IGN/ORSNA,IGN
puntos_de_transporte_aereo_GB005.658,658,0,POINT (-58.23068439699995 -26.214118493999933),Aeropuerto Internacional El Pucú,Aeropuerto Internacional,El Pucú,6,IGN/ORSNA,IGN
puntos_de_transporte_aereo_GB005.670,670,0,POINT (-60.80601567299993 -31.70901651199995),Aeropuerto Metropolitano Santa Fe - Sauce Viejo,Aeropuerto Metropolitano,Santa Fe - Sauce Viejo,6,IGN/ORSNA/Sitio Web Institucional,IGN
puntos_de_transporte_aereo_GB005.717,717,0,POINT (-65.75495180799999 -28.59252767499993),Aeropuerto Coronel Felipe Varela,Aeropuerto,Coronel Felipe Varela,6,IGN/ORSNA,IGN
puntos_de_transporte_aereo_GB005.719,719,0,POINT (-58.64343706999995 -34.66413653899997),Aeropuerto Morón,Aeropuerto,Morón,6,IGN/ORSNA,IGN
puntos_de_transporte_aereo_GB005.729,729,0,POINT (-55.966798826999934 -27.39171672599997),Aeropuerto Internacional Libertador General Don José de San Martín,Aeropuerto Internacional,Libertador General Don José de San Martín,6,IGN/ORSNA,IGN
puntos_de_transporte_aereo_GB005.730,730,0,POINT (-54.47626506499995 -25.73181127299995),Aeropuerto Internacional Mayor Carlos Eduardo Krause,Aeropuerto Internacional,Mayor Carlos Eduardo Krause,6,IGN/ORSNA,IGN
puntos_de_transporte_aereo_GB005.748,748,0,POINT (-65.09382196399997 -24.38603789299998),Aeropuerto Internacional Gobernador Horacio Guzmán,Aeropuerto Internacional,Gobernador Horacio Guzmán,6,IGN/ORSNA,IGN
puntos_de_transporte_aereo_GB005.752,752,0,POINT (-65.57868133599999 -22.151004989999933),Aeropuerto Doctor Guillermo Snopek,Aeropuerto,Doctor Guillermo Snopek,6,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB005.779,779,0,POINT (-64.93318986299994 -27.506307507999963),Aeropuerto Termas de Río Hondo,Aeropuerto,Termas de Río Hondo,6,IGN/ORSNA,IGN
puntos_de_transporte_aereo_GB005.995,995,0,POINT (-69.26883986899998 -38.93735575599993),Aeropuerto Cutral Có,Aeropuerto,Cutral Có,6,Esri-World_Imagery/Ministerio de Transporte/IGN01,IGN
puntos_de_transporte_aereo_GB005.996,996,0,POINT (-71.16188033499998 -41.147119945999975),Aeropuerto Internacional de San Carlos de Bariloche Teniente Luis Candelaria,Aeropuerto Internacional,de San Carlos de Bariloche Teniente Luis Candelaria,6,IGN04/ORSNA/Ministerio de Transporte de la Nación/Dir. Geografía IGN,IGN
puntos_de_transporte_aereo_GB005.1004,1004,0,POINT (-71.14302196299997 -40.08112375199994),Aeropuerto Aviador Carlos Campos,Aeropuerto,Aviador Carlos Campos,6,ESRI-World_Imagery_2010/IGN01/IGN04/ANAC/IGN Dirección de Geografía,IGN
puntos_de_transporte_aereo_GB005.1024,1024,0,POINT (-69.61488562299996 -37.19373203899994),Aeródromo Yacimiento El Portón,Aeródromo,Yacimiento El Portón,6,Esri-world_imagery-2010/IGN01/Ministerio de Transporte de la la Nación,IGN
puntos_de_transporte_aereo_GB005.1034,1034,0,POINT (-68.14021705599998 -38.95215661399993),Aeropuerto Internacional Presidente Perón,Aeropuerto Internacional,Presidente Perón,6,IGN04/IGN01/IGN Dirección de Geografía,IGN
puntos_de_transporte_aereo_GB005.1047,1047,0,POINT (-58.468770345999985 -51.82265494699993),Aeropuerto Islas Malvinas,Aeropuerto,Islas Malvinas,-1,Carta IGN 250.000,IGN
puntos_de_transporte_aereo_GB005.1074,1074,0,POINT (-57.77903732999994 -51.68759270399994),,,,-1,Imagery,IGN
