FID,gid,entidad,geom,fna,gna,nam,fun,fdc,sag
puntos_de_transporte_ferroviario_AN070.1,1,0,POINT (-68.05828163799998 -38.955839296999955),Estación Neuquén,Estación,Neuquén,6,Esri-World Imagery 2010/IGN04/IGN Dirección de Geografía/Ministerio de Transporte de la Nación,IGN
puntos_de_transporte_ferroviario_AN070.2,2,0,POINT (-68.23301848399996 -38.95531099999994),Estación Plottier,Estación,Plottier,6,Esri-World Imagery 2010/IGN04/IGN Dirección de Geografía/Ministerio de Transporte de la Nación,IGN
puntos_de_transporte_ferroviario_AN070.3,3,0,POINT (-68.96308407399994 -38.97009100099996),Estación Challacó,Estación,Challacó,2,IGN01/Ministerio de Transporte de la Nación/Dir. Geografía IGN,IGN
puntos_de_transporte_ferroviario_AN070.4,4,0,POINT (-68.16089418299998 -38.95559114399998),Estación Neuquén Cargas,Estación,Neuquén Cargas,6,Esri-World Imagery 2010/IGN04/IGN Dirección de Geografía/Ministerio de Transporte de la Nación,IGN
puntos_de_transporte_ferroviario_AN070.5,5,0,POINT (-68.06493860999996 -38.826771787999974),Estación Cinco Saltos,Estación,Cinco Saltos,2,Esri-World Imagery 2010/IGN04/IGN Dirección de Geografía/Ministerio de Transporte de la Nación,IGN
puntos_de_transporte_ferroviario_AN070.6,6,0,POINT (-68.10132965899999 -38.756624182999985),Estación Contralmirante Cordero,Estación,Contralmirante Cordero,4,Esri-World Imagery 2010/IGN04/IGN Dirección de Geografía/Ministerio de Transporte de la Nación,IGN
puntos_de_transporte_ferroviario_AN070.7,7,0,POINT (-68.42729994699994 -39.00789755799997),Estación Senillosa,Estación,Senillosa,6,Esri-world_imagery-2010/IGN01/Ministerio de Transporte,IGN
puntos_de_transporte_ferroviario_AN070.8,8,0,POINT (-64.93718562499998 -38.83140501199995),Estación Pichi Mahuida,Estación,Pichi Mahuida,2,IGN/Ministerio de Transporte de la Nación,IGN
puntos_de_transporte_ferroviario_AN070.9,9,0,POINT (-65.74104442799995 -39.20574193999994),Estación Darwin,Estación,Darwin,6,IGN/Ferrosur,IGN
puntos_de_transporte_ferroviario_AN070.10,10,0,POINT (-67.23690387899995 -39.070243355999935),Estación Ingeniero Luis A. Huergo,Estación,Ingeniero Luis A. Huergo,2,IGN/Ministerio de Transporte de la Nación,IGN
puntos_de_transporte_ferroviario_AN070.11,11,0,POINT (-67.15546463399994 -39.082255146999955),Estación General E. Godoy,Estación,General E. Godoy,2,IGN/Ministerio de Transporte de la Nación,IGN
puntos_de_transporte_ferroviario_AN070.12,12,0,POINT (-66.94298613599994 -39.11656883999996),Estación Chichinales,Estación,Chichinales,2,IGN/Ministerio de Transporte de la Nación,IGN
puntos_de_transporte_ferroviario_AN070.13,13,0,POINT (-66.52033911899997 -39.088209802999984),Estación Chelforó,Estación,Chelforó,2,IGN/Ministerio de Transporte de la Nación,IGN
puntos_de_transporte_ferroviario_AN070.14,14,0,POINT (-66.14525683599999 -39.16724847199998),Estación Chimpay,Estación,Chimpay,2,IGN/Ministerio de Transporte de la Nación,IGN
puntos_de_transporte_ferroviario_AN070.15,15,0,POINT (-63.87154730799995 -40.79788211099998),Estación Vicealmirante Eduardo O'Connor,Estación,Vicealmirante Eduardo O'Connor,6,IGN/Tren Patagónico,IGN
puntos_de_transporte_ferroviario_AN070.16,16,0,POINT (-65.84401785599994 -40.84630317999995),Estación Aguada Cecilio,Estación,Aguada Cecilio,2,IGN/Ministerio de Transporte de la Nación,IGN
puntos_de_transporte_ferroviario_AN070.17,17,0,POINT (-64.94385123499995 -40.73327029199993),Estación San Antonio Oeste,Estación,San Antonio Oeste,6,IGN/Tren Patagónico,IGN
puntos_de_transporte_ferroviario_AN070.18,18,0,POINT (-66.14482848199998 -40.688641846999985),Estación Valcheta,Estación,Valcheta,6,IGN/Tren Patagónico,IGN
puntos_de_transporte_ferroviario_AN070.19,19,0,POINT (-67.26483853999997 -40.50837145199995),Estación Ministro Ramos Mexía,Estación,Ministro Ramos Mexía,6,IGN/Tren Patagónico,IGN
puntos_de_transporte_ferroviario_AN070.20,20,0,POINT (-67.75439042199997 -40.58906403199995),Estación Sierra Colorada,Estación,Sierra Colorada,6,IGN/Tren Patagónico,IGN
puntos_de_transporte_ferroviario_AN070.21,21,0,POINT (-68.09037606399994 -40.84619211399996),Estación Los Menucos,Estación,Los Menucos,6,IGN/Tren Patagónico,IGN
puntos_de_transporte_ferroviario_AN070.22,22,0,POINT (-66.56679001499998 -40.50541520799993),Estación Nahuel Niyeu,Estación,Nahuel Niyeu,2,IGN/Ministerio de Transporte de la Nación,IGN
puntos_de_transporte_ferroviario_AN070.23,23,0,POINT (-62.980913089999945 -40.83742804499997),Estación Viedma,Estación,Viedma,6,IGN/Tren Patagónico,IGN
puntos_de_transporte_ferroviario_AN070.24,24,0,POINT (-70.72125691099995 -41.12485626899996),Estación Pilcaniyeu,Estación,Pilcaniyeu,6,IGN04/Tren Patagónico,IGN
puntos_de_transporte_ferroviario_AN070.25,25,0,POINT (-70.90796249799996 -41.88387532699994),Estación Ñorquinco,Estación,Ñorquinco,2,IGN/Ministerio de Transporte de la Nación,IGN
puntos_de_transporte_ferroviario_AN070.26,26,0,POINT (-70.26359803999998 -41.032286933999956),Estación Comallo,Estación,Comallo,6,IGN/Tren Patagónico,IGN
puntos_de_transporte_ferroviario_AN070.27,27,0,POINT (-69.54669831299998 -41.32922518199996),Estación Ingeniero Jacobacci,Estación,Ingeniero Jacobacci,6,IGN/Tren Patagónico,IGN
puntos_de_transporte_ferroviario_AN070.28,28,0,POINT (-64.97347184999995 -24.898569239999972),Estación Palomitas,Estación,Palomitas,2,IGN/Ministerio de Transporte de la Nación,IGN
puntos_de_transporte_ferroviario_AN070.29,29,0,POINT (-64.98907706199998 -25.08798860299993),Embarcadero Virgilio Tedin,Embarcadero,Virgilio Tedin,6,IGN/Ministerio de Transporte de la Nación,IGN
puntos_de_transporte_ferroviario_AN070.30,30,0,POINT (-64.97452538599998 -25.161330413999963),Estación Juramento,Estación,Juramento,2,IGN/Ministerio de Transporte de la Nación,IGN
puntos_de_transporte_ferroviario_AN070.31,31,0,POINT (-64.90437771199998 -25.718659070999934),Estación Horcones,Estación,Horcones,2,IGN/Ministerio de Transporte de la Nación,IGN
puntos_de_transporte_ferroviario_AN070.32,32,0,POINT (-65.12426095499995 -25.919221791999973),Estación Arenal,Estación,Arenal,4,IGN/Ministerio de Transporte de la Nación,IGN
puntos_de_transporte_ferroviario_AN070.33,33,0,POINT (-64.04045590399994 -25.240100794999933),Estación Gaona,Estación,Gaona,2,IGN/Ministerio de Transporte de la Nación,IGN
puntos_de_transporte_ferroviario_AN070.34,34,0,POINT (-63.52630198199995 -25.525421094999956),Estación Tolloche,Estación,Tolloche,4,IGN/Ministerio de Transporte de la Nación,IGN
puntos_de_transporte_ferroviario_AN070.35,35,0,POINT (-68.69498463199994 -30.407141557999978),Estación Niquivil,Estación,Niquivil,2,IGN/Ministerio de Transporte de la Nación,IGN
puntos_de_transporte_ferroviario_AN070.36,36,0,POINT (-68.58282763699998 -31.71955092099995),Estación La Rinconada,Estación,La Rinconada,2,IGN/Ministerio de Transporte de la Nación,IGN
puntos_de_transporte_ferroviario_AN070.37,37,0,POINT (-68.58262125799996 -31.687935593999953),Estación Pocito,Estación,Pocito,2,IGN/Ministerio de Transporte de la Nación,IGN
puntos_de_transporte_ferroviario_AN070.38,38,0,POINT (-68.49288702999996 -31.431128214999944),Estación Albardón,Estación,Albardón,6,IGN/Ministerio de Transporte de la Nación,IGN
puntos_de_transporte_ferroviario_AN070.39,39,0,POINT (-68.36291294499995 -31.54657048399997),Estación Coll,Estación,Coll,2,IGN/Ministerio de Transporte de la Nación,IGN
puntos_de_transporte_ferroviario_AN070.40,40,0,POINT (-68.33122963399995 -31.551974278999978),Estación Angaco Sud,Estación,Angaco Sud,2,IGN/Ministerio de Transporte de la Nación,IGN
puntos_de_transporte_ferroviario_AN070.41,41,0,POINT (-68.31234444299997 -31.752558171999965),Estación Algarrobo Verde,Estación,Algarrobo Verde,2,IGN/Ministerio de Transporte de la Nación,IGN
puntos_de_transporte_ferroviario_AN070.42,42,0,POINT (-68.32627628499995 -31.810207153999954),Estación Las Casuarinas,Estación,Las Casuarinas,2,IGN/Ministerio de Transporte de la Nación,IGN
puntos_de_transporte_ferroviario_AN070.43,43,0,POINT (-68.32414061899993 -31.81237763699994),Estación Cuyo,Estación,Cuyo,2,IGN/Ministerio de Transporte de la Nación,IGN
puntos_de_transporte_ferroviario_AN070.44,44,0,POINT (-68.65962461299995 -32.310014914999954),Estación Ramblón,Estación,Ramblón,4,IGN/Ministerio de Transporte de la Nación,IGN
puntos_de_transporte_ferroviario_AN070.45,45,0,POINT (-66.32720899299994 -35.21368438899998),Estación La Maroma,Estación,La Maroma,2,IGN/Ministerio de Transporte de la Nación,IGN
puntos_de_transporte_ferroviario_AN070.46,46,0,POINT (-68.27168343399995 -31.65382368199994),Estación Caucete,Estación,Caucete,2,IGN/Ministerio de Transporte de la Nación,IGN
puntos_de_transporte_ferroviario_AN070.47,47,0,POINT (-65.81126098399994 -32.23128788099996),Estación Quines,Estación,Quines,2,IGN/Ministerio de Transporte de la Nación,IGN
puntos_de_transporte_ferroviario_AN070.48,48,0,POINT (-66.62618346499994 -33.34191966299994),Estación Balde,Estación,Balde,2,IGN/Ministerio de Transporte de la Nación,IGN
puntos_de_transporte_ferroviario_AN070.49,49,0,POINT (-67.02416778899993 -33.39619833399996),Estación Jarilla,Estación,Jarilla,2,IGN/Ministerio de Transporte de la Nación,IGN
puntos_de_transporte_ferroviario_AN070.50,50,0,POINT (-66.92732356299996 -33.43189259199994),Estación Alto Pencoso,Estación,Alto Pencoso,2,IGN/Ministerio de Transporte de la Nación,IGN
puntos_de_transporte_ferroviario_AN070.51,51,0,POINT (-66.80451451499994 -33.40321263199996),Estación Chosmes,Estación,Chosmes,2,IGN/Ministerio de Transporte de la Nación,IGN
puntos_de_transporte_ferroviario_AN070.52,52,0,POINT (-66.13566984299996 -33.390197281999974),Estación Juan W. Gez,Estación,Juan W. Gez,2,IGN/Ministerio de Transporte de la Nación,IGN
puntos_de_transporte_ferroviario_AN070.53,53,0,POINT (-66.01591865399996 -33.39260641399994),Estación Eleodoro Lobos,Estación,Eleodoro Lobos,2,IGN/Ministerio de Transporte de la Nación,IGN
puntos_de_transporte_ferroviario_AN070.54,54,0,POINT (-66.97356376799996 -33.67114432899996),Estación Mosmota,Estación,Mosmota,2,IGN/Ministerio de Transporte de la Nación,IGN
puntos_de_transporte_ferroviario_AN070.55,55,0,POINT (-66.87459973499995 -33.78929372899995),Estación Donado,Estación,Donado,4,IGN/Ministerio de Transporte de la Nación,IGN
puntos_de_transporte_ferroviario_AN070.56,56,0,POINT (-66.74690877099994 -33.78902991699994),Estación Gorgonta,Estación,Gorgonta,2,IGN/Ministerio de Transporte de la Nación,IGN
puntos_de_transporte_ferroviario_AN070.57,57,0,POINT (-66.64138152899994 -33.759784200999945),Estación Beazley,Estación,Beazley,6,IGN/Ministerio de Transporte de la Nación,IGN
puntos_de_transporte_ferroviario_AN070.58,58,0,POINT (-66.49419535899995 -33.78224807199996),Estación La Costa,Estación,La Costa,4,IGN/Ministerio de Transporte de la Nación,IGN
puntos_de_transporte_ferroviario_AN070.59,59,0,POINT (-66.41497586099996 -33.80544359099997),Estación Zanjitas,Estación,Zanjitas,2,IGN/Ministerio de Transporte de la Nación,IGN
puntos_de_transporte_ferroviario_AN070.60,60,0,POINT (-66.13899772399998 -33.83624946499998),Estación Alto Pelado,Estación,Alto Pelado,6,IGN/Ministerio de Transporte de la Nación,IGN
puntos_de_transporte_ferroviario_AN070.61,61,0,POINT (-66.20203601499998 -33.83063788299995),Estación Huejeda,Estación,Huejeda,2,IGN/Ministerio de Transporte de la Nación,IGN
puntos_de_transporte_ferroviario_AN070.62,62,0,POINT (-66.36914202699995 -33.85489590199995),Estación Cazador,Estación,Cazador,2,IGN/Ministerio de Transporte de la Nación,IGN
puntos_de_transporte_ferroviario_AN070.63,63,0,POINT (-65.88439095099994 -33.46017319899994),Estación Comandante Granville,Estación,Comandante Granville,4,IGN/Ministerio de Transporte de la Nación,IGN
puntos_de_transporte_ferroviario_AN070.64,64,0,POINT (-65.79629486999994 -33.50583311099996),Estación Fraga,Estación,Fraga,2,IGN/Ministerio de Transporte de la Nación,IGN
puntos_de_transporte_ferroviario_AN070.65,65,0,POINT (-65.94774748299994 -33.71637092999998),Estación Chalanta,Estación,Chalanta,4,IGN/Ministerio de Transporte de la Nación,IGN
puntos_de_transporte_ferroviario_AN070.66,66,0,POINT (-65.71665699399995 -33.78284125599998),Estación Nueva Escocia,Estación,Nueva Escocia,2,IGN/Ministerio de Transporte de la Nación,IGN
puntos_de_transporte_ferroviario_AN070.67,67,0,POINT (-65.82680291599996 -33.769016713999974),Estación Caldenadas,Estación,Caldenadas,4,IGN/Ministerio de Transporte de la Nación,IGN
puntos_de_transporte_ferroviario_AN070.68,68,0,POINT (-65.42549898299995 -33.82461556399994),Estación Lavaisse,Estación,Lavaisse,2,IGN/Ministerio de Transporte de la Nación,IGN
puntos_de_transporte_ferroviario_AN070.69,69,0,POINT (-65.35875977899997 -33.69837340899994),Estación Cramer,Estación,Cramer,2,IGN/Ministerio de Transporte de la Nación,IGN
puntos_de_transporte_ferroviario_AN070.70,70,0,POINT (-65.55308715899997 -33.44753423999998),Estación Coronel Alzogaray,Estación,Coronel Alzogaray,2,IGN/Ministerio de Transporte de la Nación,IGN
puntos_de_transporte_ferroviario_AN070.71,71,0,POINT (-65.62239272899996 -33.05302267299993),Estación La Toma,Estación,La Toma,2,IGN/Ministerio de Transporte de la Nación,IGN
puntos_de_transporte_ferroviario_AN070.72,72,0,POINT (-65.28475521899998 -33.78359544399996),Estación Pedernera,Estación,Pedernera,2,IGN/Ministerio de Transporte de la Nación,IGN
puntos_de_transporte_ferroviario_AN070.73,73,0,POINT (-65.17383503899998 -33.86039903099993),Estación Justo Daract,Estación,Justo Daract,6,IGN/Ministerio de Transporte de la Nación,IGN
puntos_de_transporte_ferroviario_AN070.74,74,0,POINT (-65.61091253799998 -33.28053438199993),Estación Juan Llerena,Estación,Juan Llerena,2,IGN/Ministerio de Transporte de la Nación,IGN
puntos_de_transporte_ferroviario_AN070.75,75,0,POINT (-65.68792671699998 -34.77920814799995),Estación Batavia,Estación,Batavia,2,IGN/Ministerio de Transporte de la Nación,IGN
puntos_de_transporte_ferroviario_AN070.76,76,0,POINT (-65.52369703999994 -34.77485115099995),Estación Fortín El Patria,Estación,Fortín El Patria,2,IGN/Ministerio de Transporte de la Nación,IGN
puntos_de_transporte_ferroviario_AN070.77,77,0,POINT (-68.93399062399993 -46.53766092199993),Estación Las Heras,Estación,Las Heras,2,IGN/Ministerio de Transporte de la Nación,IGN
puntos_de_transporte_ferroviario_AN070.78,78,0,POINT (-68.53104964099998 -46.60011217999994),Estación Piedra Clavada,Estación,Piedra Clavada,2,IGN/Ministerio de Transporte de la Nación,IGN
puntos_de_transporte_ferroviario_AN070.79,79,0,POINT (-68.22399026399995 -46.71406145299994),Estación Koluel Kayke,Estación,Koluel Kayke,2,IGN/Ministerio de Transporte de la Nación,IGN
puntos_de_transporte_ferroviario_AN070.80,80,0,POINT (-72.08896573299995 -51.68034269699996),Estación Gobernador Mayer,Estación,Gobernador Mayer,6,IGN/Ministerio de Transporte de la Nación,IGN
puntos_de_transporte_ferroviario_AN070.81,81,0,POINT (-59.98032489499997 -28.10161199299995),Estación Los Amores,Estación,Los Amores,2,IGN/Ministerio de Transporte de la Nación,IGN
puntos_de_transporte_ferroviario_AN070.82,82,0,POINT (-59.27371241199995 -28.37264924899995),Estación Las Toscas,Estación,Las Toscas,2,IGN/Ministerio de Transporte de la Nación,IGN
puntos_de_transporte_ferroviario_AN070.83,83,0,POINT (-59.347032824999985 -28.483939951999957),Estación Villa Ocampo,Estación,Villa Ocampo,2,IGN/Ministerio de Transporte de la Nación,IGN
puntos_de_transporte_ferroviario_AN070.84,84,0,POINT (-59.435678877999976 -28.65272486599997),Estación Paul Groussac,Estación,Paul Groussac,2,IGN/Ministerio de Transporte de la Nación,IGN
puntos_de_transporte_ferroviario_AN070.85,85,0,POINT (-59.48084566499995 -28.72765490699993),Estación Arroyo Ceibal,Estación,Arroyo Ceibal,2,IGN/Ministerio de Transporte de la Nación,IGN
puntos_de_transporte_ferroviario_AN070.86,86,0,POINT (-59.63897530599996 -28.840866584999958),Estación Lanteri,Estación,Lanteri,2,IGN/Ministerio de Transporte de la Nación,IGN
puntos_de_transporte_ferroviario_AN070.87,87,0,POINT (-60.13497258299998 -28.95109292199993),Estación Garabato,Estación,Garabato,2,IGN/Ministerio de Transporte de la Nación,IGN
puntos_de_transporte_ferroviario_AN070.88,88,0,POINT (-60.09074393999998 -28.76038509999995),Estación Colmena,Estación,Colmena,2,IGN/Ministerio de Transporte de la Nación,IGN
puntos_de_transporte_ferroviario_AN070.89,89,0,POINT (-60.07065065699999 -28.67559246299993),Estación Intiyaco,Estación,Intiyaco,2,IGN/Ministerio de Transporte de la Nación,IGN
puntos_de_transporte_ferroviario_AN070.90,90,0,POINT (-60.02207226499996 -28.557959240999935),Estación Golondrina,Estación,Golondrina,2,IGN/Ministerio de Transporte de la Nación,IGN
puntos_de_transporte_ferroviario_AN070.91,91,0,POINT (-61.73784331599995 -29.07587140399994),Estación Antonio Pini,Estación,Antonio Pini,2,IGN/Ministerio de Transporte de la Nación,IGN
puntos_de_transporte_ferroviario_AN070.92,92,0,POINT (-61.60633219999994 -29.69002278399995),Estación Campo Garay,Estación,Campo Garay,2,IGN/Ministerio de Transporte de la Nación,IGN
puntos_de_transporte_ferroviario_AN070.93,93,0,POINT (-61.94649526599994 -29.88202761499997),Estación Ceres,Estación,Ceres,6,IGN/Trenes Argentinos,IGN
puntos_de_transporte_ferroviario_AN070.94,94,0,POINT (-60.173008497999945 -29.26547850199995),Estación Toba,Estación,Toba,2,IGN/Ministerio de Transporte de la Nación,IGN
puntos_de_transporte_ferroviario_AN070.95,95,0,POINT (-59.68798238099998 -29.01596829899995),Estación Moussy,Estación,Moussy,2,IGN/Ministerio de Transporte de la Nación,IGN
puntos_de_transporte_ferroviario_AN070.96,96,0,POINT (-59.64766294299994 -29.117039234999936),Estación Ewald,Estación,Ewald,2,IGN/Ministerio de Transporte de la Nación,IGN
puntos_de_transporte_ferroviario_AN070.97,97,0,POINT (-59.84559389899994 -29.277329103999932),Estación Berna,Estación,Berna,2,IGN/Ministerio de Transporte de la Nación,IGN
puntos_de_transporte_ferroviario_AN070.98,98,0,POINT (-59.962832392999985 -29.33750342199994),Estación Malabrigo,Estación,Malabrigo,2,IGN/Ministerio de Transporte de la Nación,IGN
puntos_de_transporte_ferroviario_AN070.99,99,0,POINT (-61.87720005199998 -30.20937878099994),Estación Villa Trinidad,Estación,Villa Trinidad,2,IGN/Ministerio de Transporte de la Nación,IGN
puntos_de_transporte_ferroviario_AN070.100,100,0,POINT (-61.92342507799998 -30.357301993999954),Estación San Guillermo,Estación,San Guillermo,2,IGN/Ministerio de Transporte de la Nación,IGN
puntos_de_transporte_ferroviario_AN070.101,101,0,POINT (-61.85681519199994 -30.94446379699997),Estación Eusebia,Estación,Eusebia,2,IGN/Ministerio de Transporte de la Nación,IGN
puntos_de_transporte_ferroviario_AN070.102,102,0,POINT (-61.84036139099999 -30.004357116999984),Estación Hersilia,Estación,Hersilia,2,IGN/Ministerio de Transporte de la Nación,IGN
puntos_de_transporte_ferroviario_AN070.103,103,0,POINT (-61.79064427199995 -30.109129459999963),Estación La Rubia,Estación,La Rubia,2,IGN/Ministerio de Transporte de la Nación,IGN
puntos_de_transporte_ferroviario_AN070.104,104,0,POINT (-61.74015255899997 -30.967133487999945),Estación Casablanca,Estación,Casablanca,2,IGN/Ministerio de Transporte de la Nación,IGN
puntos_de_transporte_ferroviario_AN070.105,105,0,POINT (-61.65352369899995 -30.396623809999937),Estación Curupaity,Estación,Curupaity,2,IGN/Ministerio de Transporte de la Nación,IGN
puntos_de_transporte_ferroviario_AN070.106,106,0,POINT (-61.73140587299997 -30.233540405999975),Estación Arrufo,Estación,Arrufo,2,IGN/Ministerio de Transporte de la Nación,IGN
puntos_de_transporte_ferroviario_AN070.107,107,0,POINT (-61.635520249999956 -30.488053269999966),Estación Monigotes,Estación,Monigotes,2,IGN/Ministerio de Transporte de la Nación,IGN
puntos_de_transporte_ferroviario_AN070.108,108,0,POINT (-62.65763199299994 -29.143583072999945),Estación Pinto,Estación,Pinto,6,IGN/Trenes Argentinos,IGN
puntos_de_transporte_ferroviario_AN070.109,109,0,POINT (-61.62838413199995 -30.62974166899994),Estación Las Palmeras,Estación,Las Palmeras,2,IGN/Ministerio de Transporte de la Nación,IGN
puntos_de_transporte_ferroviario_AN070.110,110,0,POINT (-61.62452011899995 -30.70885399499997),Estación Palacios,Estación,Palacios,2,IGN/Ministerio de Transporte de la Nación,IGN
puntos_de_transporte_ferroviario_AN070.111,111,0,POINT (-61.59730278099994 -30.844894689999933),Estación Tacural,Estación,Tacural,2,IGN/Ministerio de Transporte de la Nación,IGN
puntos_de_transporte_ferroviario_AN070.112,112,0,POINT (-61.37240659799994 -30.861328730999958),Estación Humberto I,Estación,Humberto I,2,IGN/Ministerio de Transporte de la Nación,IGN
puntos_de_transporte_ferroviario_AN070.113,113,0,POINT (-61.342094033999956 -30.73920673699996),Estación Virginia,Estación,Virginia,2,IGN/Ministerio de Transporte de la Nación,IGN
puntos_de_transporte_ferroviario_AN070.114,114,0,POINT (-61.322073322999984 -30.658814422999967),Estación Constanza,Estación,Constanza,2,IGN/Ministerio de Transporte de la Nación,IGN
puntos_de_transporte_ferroviario_AN070.115,115,0,POINT (-61.21587892399998 -30.01094242299996),Estación Huanqueros,Estación,Huanqueros,2,IGN/Ministerio de Transporte de la Nación,IGN
puntos_de_transporte_ferroviario_AN070.116,116,0,POINT (-60.590168468999934 -30.783920501999944),Estación San Justo,Estación,San Justo,6,IGN/Ministerio de Transporte de la Nación,IGN
puntos_de_transporte_ferroviario_AN070.117,117,0,POINT (-60.58506734399998 -30.787574511999935),Estación San Justo,Estación,San Justo,2,IGN/Ministerio de Transporte de la Nación,IGN
puntos_de_transporte_ferroviario_AN070.118,118,0,POINT (-60.61754568899994 -30.86841235099996),Estación Luciano Leiva,Estación,Luciano Leiva,2,IGN/Ministerio de Transporte de la Nación,IGN
puntos_de_transporte_ferroviario_AN070.119,119,0,POINT (-60.65765075599995 -30.94357841699997),Estación Videla,Estación,Videla,2,IGN/Ministerio de Transporte de la Nación,IGN
puntos_de_transporte_ferroviario_AN070.120,120,0,POINT (-60.46873748699994 -30.949159556999973),Estación Naré,Estación,Naré,2,IGN/Ministerio de Transporte de la Nación,IGN
puntos_de_transporte_ferroviario_AN070.121,121,0,POINT (-60.47343272699993 -30.855190840999967),Estación Vera Mujica,Estación,Vera Mujica,2,IGN/Ministerio de Transporte de la Nación,IGN
puntos_de_transporte_ferroviario_AN070.122,122,0,POINT (-60.50104405099995 -30.673637103999965),Estación Ramayón,Estación,Ramayón,2,IGN/Ministerio de Transporte de la Nación,IGN
puntos_de_transporte_ferroviario_AN070.123,123,0,POINT (-60.47212169199997 -30.57929788599995),Estación Marcelino Escalada,Estación,Marcelino Escalada,2,IGN/Ministerio de Transporte de la Nación,IGN
puntos_de_transporte_ferroviario_AN070.155,155,0,POINT (-61.25234186199998 -32.84670583299993),Estación Correa,Estación,Correa,6,IGN/Trenes Argentinos,IGN
puntos_de_transporte_ferroviario_AN070.124,124,0,POINT (-60.405477917999974 -30.36117011899995),Estación Gobernador Crespo,Estación,Gobernador Crespo,2,IGN/Ministerio de Transporte de la Nación,IGN
puntos_de_transporte_ferroviario_AN070.125,125,0,POINT (-60.36433003099995 -30.226073293999946),Estación Cañadita,Estación,Cañadita,2,IGN/Ministerio de Transporte de la Nación,IGN
puntos_de_transporte_ferroviario_AN070.126,126,0,POINT (-61.83042967399996 -31.34098137899997),Estación Santa Clara de Saguier,Estación,Santa Clara de Saguier,2,IGN/Ministerio de Transporte de la Nación,IGN
puntos_de_transporte_ferroviario_AN070.127,127,0,POINT (-61.595835303999934 -31.005574923999973),Estación Cabaña Cisne,Estación,Cabaña Cisne,2,IGN/Ministerio de Transporte de la Nación,IGN
puntos_de_transporte_ferroviario_AN070.128,128,0,POINT (-61.69527441399998 -31.31838044899996),Estación Saguier,Estación,Saguier,2,IGN/Ministerio de Transporte de la Nación,IGN
puntos_de_transporte_ferroviario_AN070.129,129,0,POINT (-61.70038633399997 -31.920079878999957),Estación Traill,Estación,Traill,2,IGN/Ministerio de Transporte de la Nación,IGN
puntos_de_transporte_ferroviario_AN070.130,130,0,POINT (-61.40087604399997 -31.944341334999933),Estación Granadero B. Bustos,Estación,Granadero B. Bustos,2,IGN/Ministerio de Transporte de la Nación,IGN
puntos_de_transporte_ferroviario_AN070.131,131,0,POINT (-61.350335288999986 -31.669153035999955),Estación Mariano Saavedra,Estación,Mariano Saavedra,2,IGN/Ministerio de Transporte de la Nación,IGN
puntos_de_transporte_ferroviario_AN070.132,132,0,POINT (-60.676757977999955 -31.604243181999948),Estación Guadalupe,Estación,Guadalupe,2,IGN/Ministerio de Transporte de la Nación,IGN
puntos_de_transporte_ferroviario_AN070.133,133,0,POINT (-60.74633003099996 -31.401056281999956),Estación Candioti,Estación,Candioti,2,IGN/Ministerio de Transporte de la Nación,IGN
puntos_de_transporte_ferroviario_AN070.134,134,0,POINT (-60.73001621399993 -31.49275918999996),Estación Recreo,Estación,Recreo,2,IGN/Ministerio de Transporte de la Nación,IGN
puntos_de_transporte_ferroviario_AN070.135,135,0,POINT (-61.08912811599998 -31.42072118799996),Estación Humboldt,Estación,Humboldt,2,IGN/Ministerio de Transporte de la Nación,IGN
puntos_de_transporte_ferroviario_AN070.136,136,0,POINT (-61.443115949999935 -31.12678217599995),Estación Lehmann,Estación,Lehmann,2,IGN/Ministerio de Transporte de la Nación,IGN
puntos_de_transporte_ferroviario_AN070.137,137,0,POINT (-60.65770519499995 -31.308152218999965),Estación Laguna Paiva,Estación,Laguna Paiva,2,IGN/Ministerio de Transporte de la Nación,IGN
puntos_de_transporte_ferroviario_AN070.138,138,0,POINT (-61.47633777699997 -31.249293917999978),Estación Rafaela,Estación,Rafaela,6,IGN/Trenes Argentinos,IGN
puntos_de_transporte_ferroviario_AN070.139,139,0,POINT (-60.979880237999964 -31.79161732999995),Estación Matilde,Estación,Matilde,2,IGN/Ministerio de Transporte de la Nación,IGN
puntos_de_transporte_ferroviario_AN070.140,140,0,POINT (-62.060137537999935 -32.01058213599998),Estación Landeta,Estación,Landeta,2,IGN/Ministerio de Transporte de la Nación,IGN
puntos_de_transporte_ferroviario_AN070.141,141,0,POINT (-61.975607485999944 -32.13551490399993),Estación Piamonte,Estación,Piamonte,2,IGN/Ministerio de Transporte de la Nación,IGN
puntos_de_transporte_ferroviario_AN070.142,142,0,POINT (-61.60343257799997 -32.78661237499995),Estación Armstrong,Estación,Armstrong,2,IGN/Ministerio de Transporte de la Nación,IGN
puntos_de_transporte_ferroviario_AN070.143,143,0,POINT (-61.821379149999984 -32.74878327699997),Estación Tortugas,Estación,Tortugas,6,IGN/Ministerio de Transporte de la Nación,IGN
puntos_de_transporte_ferroviario_AN070.144,144,0,POINT (-61.55003690299998 -32.54334279899996),Estación La California,Estación,La California,2,IGN/Ministerio de Transporte de la Nación,IGN
puntos_de_transporte_ferroviario_AN070.145,145,0,POINT (-60.77639958999998 -31.65601664299993),Estación Santo Tomé,Estación,Santo Tomé,2,IGN/Ministerio de Transporte de la Nación,IGN
