FID,gid,entidad,geom,fna,gna,nam,fun,atv,fdc,sag
puntos_de_transporte_aereo_GB001.143,143,1,POINT (-64.42827831899996 -33.09757901399996),Aeródromo Estindher,Aeródromo,Estindher,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.144,144,1,POINT (-62.016363636999984 -35.10025960499996),Aeródromo La Amalia,Aeródromo,La Amalia,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.145,145,1,POINT (-60.14881531999998 -35.830774659999975),Aeródromo Santa Rita,Aeródromo,Santa Rita,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.146,146,1,POINT (-62.22753803299997 -36.35208660799998),Aeródromo Establecimiento El Triángulo,Aeródromo,Establecimiento El Triángulo,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.147,147,1,POINT (-60.155065683999965 -34.355180409999946),Aeródromo Skare,Aeródromo,Skare,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.148,148,1,POINT (-62.01614971299995 -34.315267741999946),Aeródromo San Gregorio,Aeródromo,San Gregorio,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.149,149,1,POINT (-64.18676810399995 -36.59713412599996),Aeródromo El Pampero,Aeródromo,El Pampero,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.150,150,1,POINT (-61.50671718099994 -34.17756491599994),Aeródromo F.A.T.,Aeródromo,F.A.T.,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.152,152,1,POINT (-64.40464772099995 -33.93554596799993),Aeródromo Don Ángel,Aeródromo,Don Ángel,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.153,153,1,POINT (-58.034987049999984 -37.73546245699998),Aeródromo Estancia Los Cardos,Aeródromo,Estancia Los Cardos,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.154,154,1,POINT (-65.37223731699999 -34.005165569999974),Aeródromo Estancia Don Roberto,Aeródromo,Estancia Don Roberto,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.155,155,1,POINT (-59.83273662499994 -33.66724717499994),Aeródromo El Girasol,Aeródromo,El Girasol,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.183,183,1,POINT (-60.132475427999964 -38.03510937999994),Aeroclub Gonzales Chaves,Aeroclub,Gonzalez Chaves,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.184,184,1,POINT (-57.672692867999956 -38.008970629999965),Aeródromo Batán,Aeródromo,Batán,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.185,185,1,POINT (-57.65027812399995 -38.013902678999955),Club de Planeadores Mar del Plata,Club de Planeadores,Mar del Plata,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.186,186,1,POINT (-57.639493853999966 -38.028874653999935),Aeródromo Parque Hermoso,Aeródromo,Parque Hermoso,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.191,191,1,POINT (-62.26194846799996 -28.84901034199993),Aeródromo Agroservicio Doña Teresa,Aeródromo,Agroservicio Doña Teresa,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.192,192,1,POINT (-57.644183572999964 -27.382546091999927),Aeródromo Dinaluca S.A.,Aeródromo,Dinaluca S.A.,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.193,193,1,POINT (-62.05025599999993 -30.925225930999943),Aeródromo Pablo Sierra Aeroaplicaciones,Aeródromo,Pablo Sierra Aeroaplicaciones,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.194,194,1,POINT (-63.27755168199997 -31.662166587999934),Aeródromo Aerocampo Servicios Aéreos,Aeródromo,Aerocampo Servicios Aéreos,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.195,195,1,POINT (-58.71705266099997 -27.54582466499994),Aeródromo Cañada Quiroz,Aeródromo,Cañada Quiroz,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.196,196,1,POINT (-61.12811187199998 -32.889570685999956),Aeródromo Di Giuseppe,Aeródromo,Di Giuseppe,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.197,197,1,POINT (-60.652835849999974 -33.304831573999934),Aeródromo Aerofumigaciones Don Alejandro,Aeródromo,Aerofumigaciones Don Alejandro,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.198,198,1,POINT (-60.66554166099996 -33.32533204199996),Aeródromo Fumigaciones Campagnucci,Aeródromo,Fumigaciones Campagnucci,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.199,199,1,POINT (-64.29862400599995 -31.401381800999957),Aeródromo La Mezquita,Aeródromo,La Mezquita,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.200,200,1,POINT (-58.02270449699995 -29.601985059999947),Aeródromo Estancia San Juan,Aeródromo,Estancia San Juan,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.204,204,1,POINT (-62.949580552999976 -36.75420729899997),Aeródromo Salliqueló,Aeródromo,Salliqueló,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.205,205,1,POINT (-65.39649626599999 -34.498802990999934),Aeródromo Estancia Las Isletas,Aeródromo,Estancia Las Isletas,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.207,207,1,POINT (-62.70662328299994 -35.99791372999994),Aeródromo La Argentina,Aeródromo,La Argentina,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.208,208,1,POINT (-61.96242733999998 -33.682941434999975),Aeródromo Venado Tuerto,Aeródromo,Venado Tuerto,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.210,210,1,POINT (-63.366028881999966 -34.12900070899997),Aeródromo Laboulaye,Aeródromo,Laboulaye,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.211,211,1,POINT (-64.08941318999996 -32.170039387999964),Aeródromo Río Tercero,Aeródromo,Río Tercero,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.212,212,1,POINT (-60.45624887799994 -35.17430585599993),Aeródromo Agro Aero Bragado,Aeródromo,Agro Aero Bragado,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.213,213,1,POINT (-59.77562553299998 -35.050509104999946),Aeródromo Agroayres,Aeródromo,Agrayres,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.215,215,1,POINT (-60.64488672899995 -33.91453370299996),Aeródromo Pergamino,Aeródromo,Pergamino,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.216,216,1,POINT (-62.67840000999996 -39.45875737999995),Aeródromo Pedro Luro,Aeródromo,Pedro Luro,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.217,217,1,POINT (-62.33876832899995 -37.75317218999993),Aeródromo Saavedra,Aeródromo,Saavedra,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.218,218,1,POINT (-62.618708771999934 -40.207971500999975),Aeródromo Stroeder,Aeródromo,Stroeder,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.220,220,1,POINT (-57.95019865499995 -35.08653482999995),Aeródromo Poblet,Aeródromo,Poblet,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.222,222,1,POINT (-58.29278076099996 -30.53889623999993),Aeródromo Estancia La Choza,Aeródromo,Estancia La Choza,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.223,223,1,POINT (-61.21097556199999 -27.30701668399996),Aeródromo El Gringo,Aeródromo,El Gringo,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.224,224,1,POINT (-61.75914793099997 -32.243582809999964),Aeródromo Burdisso,Aeródromo,Burdisso,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.225,225,1,POINT (-60.90070866499997 -31.405936597999982),Aeródromo Aníbal Brizi,Aeródromo,Aníbal Brizi,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.226,226,1,POINT (-58.75593934699998 -30.95493008699998),Aeródromo Federal,Aeródromo,Federal,6,9,IGN,IGN
puntos_de_transporte_aereo_GB001.227,227,1,POINT (-61.650367348999964 -27.481313196999963),Aeródromo Pulverizaciones M. H.,Aeródromo,Pulverizaciones M. H.,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.228,228,1,POINT (-61.659229635999964 -27.48537283899998),Aeródromo Agroaire,Aeródromo,Agroaire,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.229,229,1,POINT (-56.071296994999955 -28.041392764999955),Aeródromo Estancia Villa Corina,Aeródromo,Estancia Villa Corina,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.230,230,1,POINT (-61.275277320999976 -27.33791255899996),Aeródromo General Pinedo,Aeródromo,General Pinedo,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.231,231,1,POINT (-59.18293268399998 -29.154355487999965),Aeródromo Italaviation,Aeródromo,Italaviation,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.232,232,1,POINT (-58.56481579399997 -32.941140306999955),Aeródromo Estancia La Providencia,Aeródromo,Estancia La Providencia,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.233,233,1,POINT (-56.88170198399996 -29.304423649999933),Aeródromo Estancia Santa Elisa,Aeródromo,Estancia Santa Elisa,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.234,234,1,POINT (-61.143334348999986 -31.389047993999952),Aeródromo Establecimiento La Adelita,Aeródromo,Establecimiento La Adelita,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.235,235,1,POINT (-59.67335355599994 -28.86103997699996),Aeródromo Lanteri,Aeródromo,Lanteri,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.236,236,1,POINT (-58.669124721999935 -27.087532961999955),Aeródromo Petruk,Aeródromo,Petruk,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.237,237,1,POINT (-61.54438828999997 -32.62568870299998),Aeródromo El Gaucho,Aeródromo,El Gaucho,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.239,239,1,POINT (-57.85342756899996 -36.88471871799993),Aeródromo Maipú,Aeródromo,Maipú,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.241,241,1,POINT (-57.29475004799997 -35.34815445899994),Aeródromo Base Aeronaval Punta Indio,Aeródromo,Base Aeronaval Punta Indio,6,8,IGN,IGN
puntos_de_transporte_aereo_GB001.243,243,1,POINT (-60.774058974999946 -37.522440383999935),Aeródromo Laprida,Aeródromo,Laprida,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.244,244,1,POINT (-62.992661113999986 -34.99382073199996),Aeródromo General Villegas,Aeródromo,General Villegas,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.245,245,1,POINT (-62.63037585699993 -31.820145923999974),Aeródromo Macías,Aeródromo,Macías,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.246,246,1,POINT (-62.70620462599999 -31.885504414999957),Aeródromo Las Varillas,Aeródromo,Las Varillas,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.247,247,1,POINT (-62.844231165999986 -31.85799216999993),Aeródromo Ginevro,Aeródromo,Ginevro,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.248,248,1,POINT (-57.83888097499994 -29.99542361799996),Aeródromo La Esmeralda,Aeródromo,La Esmeralda,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.331,331,1,POINT (-64.33650991499997 -33.16549656099994),Aeroclub Río Cuarto,Aeroclub,Río Cuarto,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.250,250,1,POINT (-64.25271356399998 -23.261385787999927),Aeródromo El Tabacal,Aeródromo,El Tabacal,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.251,251,1,POINT (-61.89328820399999 -32.130865454999935),Aeródromo La Caledonia,Aeródromo,La Caledonia,-1,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.252,252,1,POINT (-57.92747423299994 -27.689490108999962),Aeródromo Estancia La Flecha,Aeródromo,Estancia La Flecha,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.253,253,1,POINT (-58.398145452999984 -30.520514230999936),Aeródromo Buena Esperanza,Aeródromo,Buena Esperanza,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.254,254,1,POINT (-61.31783345799994 -33.07631531499993),Aeródromo Establecimiento La Florencia,Aeródromo,Establecimiento La Florencia,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.255,255,1,POINT (-60.97799608999998 -32.35776294499993),Aeródromo Fumigaciones González,Aeródromo,Fumigaciones González,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.256,256,1,POINT (-57.84522382799997 -30.23714761399998),Aeródromo Timboy,Aeródromo,Timboy,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.257,257,1,POINT (-57.969142568999985 -30.385315440999932),Aeródromo El Pilincho,Aeródromo,El Pilincho,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.258,258,1,POINT (-61.84255663799996 -32.58125585199997),Aeródromo Montes de Oca,Aeródromo,Montes de Oca,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.259,259,1,POINT (-59.819165777999956 -32.41992070499998),Aeródromo Juan Carlos Bagur,Aeródromo,Juan Carlos Bagur,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.260,260,1,POINT (-59.86625918599998 -32.44719487599997),Aeródromo Tognoli,Aeródromo,Tognoli,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.261,261,1,POINT (-60.716037795999966 -33.07564489799995),Aeródromo Estancia La Carolina,Aeródromo,Estancia La Carolina,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.262,262,1,POINT (-58.93778245799996 -25.28259073199996),Aeródromo Estancia La Salvación,Aeródromo,Estancia La Salvación,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.263,263,1,POINT (-55.864132343999984 -27.60728688499995),Aeródromo Bonetti,Aeródromo,Bonetti,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.264,264,1,POINT (-59.535816618999945 -26.290361479999945),Aeródromo Estancia Don Panos,Aeródromo,Estancia Don Panos,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.266,266,1,POINT (-58.81929391699998 -27.58721544699995),Aeródromo Nueva Valencia,Aeródromo,Nueva Valencia,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.267,267,1,POINT (-60.77867469599994 -32.82921563799994),Aeródromo Don José,Aeródromo,Don José,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.268,268,1,POINT (-65.55174168899998 -36.490911962999974),Aeródromo Estancia El Mate,Aeródromo,Estancia El Mate,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.269,269,1,POINT (-64.37236625499997 -34.82138963999995),Aeródromo Huinca Renancó,Aeródromo,Huinca Renancó,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.270,270,1,POINT (-63.28697085399995 -38.730422972999975),Aeródromo La Reforma,Aeródromo,La Reforma,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.271,271,1,POINT (-65.06390635799994 -41.83316496499998),Aeródromo Bahía Dorada,Aeródromo,Bahía Dorada,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.272,272,1,POINT (-60.55375139299997 -38.74330147799998),Aeródromo Copetonas,Aeródromo,Copetonas,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.273,273,1,POINT (-71.24189230299999 -43.72125035799996),Aeródromo Estancia Caridad,Aeródromo,Estancia Caridad,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.275,275,1,POINT (-71.02094293199997 -43.61255323199998),Aeródromo Estancia Tecka,Aeródromo,Estancia Tecka,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.276,276,1,POINT (-59.349961106999956 -38.00841750999996),Aeródromo La Madrugada,Aeródromo,La Madrugada,-1,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.277,277,1,POINT (-68.48769363199995 -33.20531498899993),Aeródromo Aerotec Argentina S.A.,Aeródromo,Aerotec Argentina S.A.,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.278,278,1,POINT (-61.20654607599994 -33.177994557999966),Aeródromo Casilda Fumigaciones,Aeródromo,Casilda Fumigaciones,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.279,279,1,POINT (-61.95352285699994 -31.87909485299997),Aeródromo Bocca,Aeródromo,Bocca,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.280,280,1,POINT (-63.857594226999936 -30.269495493999955),Aeródromo San José de la Dormida,Aeródromo,San José de la Dormida,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.281,281,1,POINT (-63.29062252699998 -22.123117350999962),Aeródromo Finca La Frontera,Aeródromo,Finca La Frontera,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.282,282,1,POINT (-61.83032855999994 -31.355409983999948),Aeródromo Santa Clara de Saguier,Aeródromo,Santa Clara de Saguier,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.283,283,1,POINT (-60.90998636299997 -32.57967804499998),Aeródromo Fumigaciones Stadler,Aeródromo,Fumigaciones Stadler,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.284,284,1,POINT (-61.786574910999946 -29.229572837999967),Aeródromo Tostado,Aeródromo,Tostado,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.285,285,1,POINT (-56.79596237599998 -29.359128040999963),Aeródromo Yapeyú,Aeródromo,Yapeyú,-1,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.286,286,1,POINT (-71.80548479199996 -42.217100149999965),Aeródromo Lago La Esperanza,Aeródromo,Lago La Esperanza,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.287,287,1,POINT (-69.28101652599997 -46.19072436199997),Aeródromo Los Perales,Aeródromo,Los Perales,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.288,288,1,POINT (-59.10421189699997 -36.071685455999955),Aeródromo Las Flores,Aeródromo,Las Flores,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.289,289,1,POINT (-64.61226774599999 -33.61620008199998),Aeródromo Coronel Moldes,Aeródromo,Coronel Moldes,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.290,290,1,POINT (-59.42189483699997 -34.469666436999944),Aeródromo San Andrés de Giles,Aeródromo,San Andrés de Giles,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.291,291,1,POINT (-58.475316316999965 -37.16005498399994),Aeroclub Ayacucho,Aeroclub,Ayacucho,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.292,292,1,POINT (-58.46521814199997 -35.75306391399994),Aeródromo General Belgrano,Aeródromo,General Belgrano,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.293,293,1,POINT (-64.76149190999996 -34.23665485899994),Aeródromo Estancia El Alegre,Aeródromo,Estancia El Alegre,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.295,295,1,POINT (-62.035439021999935 -33.335260310999956),Aeródromo Chañar Ladeado,Aeródromo,Chañar Ladeado,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.296,296,1,POINT (-59.79215291999998 -37.70701820499994),Aeroclub Benito Juárez,Aeroclub,Benito Juárez,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.297,297,1,POINT (-60.93171309799993 -34.552202127999976),Aeródromo Junín,Aeródromo,Junín,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.298,298,1,POINT (-64.27497830699997 -35.87998193499993),Aeródromo Eduardo Castex,Aeródromo,Eduardo Castex,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.299,299,1,POINT (-62.63110383299994 -33.21078001899997),Aeródromo Monte Maíz,Aeródromo,Monte Maíz,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.300,300,1,POINT (-58.10484703299994 -38.30849362499998),Aeródromo Estancia Lucila,Aeródromo,Estancia Lucila,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.301,301,1,POINT (-58.13385973399994 -38.38525991499995),Aeródromo Bellamar,Aeródromo,Bellamar,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.312,312,1,POINT (-59.73376018699997 -34.16628793299998),Aeródromo Capitán Sarmiento,Aeródromo,Capitán Sarmiento,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.314,314,1,POINT (-65.41480485499994 -36.20889010299993),Aeródromo Victorica,Aeródromo,Victorica,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.315,315,1,POINT (-60.03606004799997 -34.960561810999934),Aeródromo Chivilcoy,Aeródromo,Chivilcoy,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.316,316,1,POINT (-57.96280179699994 -34.97502005399997),Aeródromo Elizalde,Aeródromo,Elizalde,2,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.317,317,1,POINT (-64.98587966799994 -31.73163170099997),Aeródromo Mina Clavero,Aeródromo,Mina Clavero,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.318,318,1,POINT (-57.365793173999975 -35.40298085399996),Aeródromo Verónica,Aeródromo,Verónica,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.324,324,1,POINT (-58.502833314999975 -34.72607455599996),Aeródromo Matanza,Aeródromo,Matanza,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.325,325,1,POINT (-65.14875405399994 -31.95168152699995),Aeródromo Villa Dolores,Aeródromo,Villa Dolores,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.326,326,1,POINT (-61.82707615199996 -38.238550259999954),Aeródromo Santo Tomás de la Sierra,Aeródromo,Santo Tomás de la Sierra,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.327,327,1,POINT (-65.03023593599994 -40.75647591799998),Aeródromo Antoine de Saint-Exupéry,Aeródromo,Antoine de Saint-Exupéry,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.328,328,1,POINT (-67.17240763499996 -54.49960994999998),Aeródromo Tolhuin,Aeródromo,Tolhuin,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.329,329,1,POINT (-71.47706465099998 -43.08773576599998),Gendarmería Nacional Sección Aviación Trevelín,Gendarmería Nacional,Sección Aviación Trevelín,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.330,330,1,POINT (-57.71679773899996 -36.31797405699996),Aeródromo Dolores,Aeródromo,Dolores,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.1058,1058,1,POINT (-60.35710855599996 -51.54001799499997),,,,-1,-1,Imagery,IGN
puntos_de_transporte_aereo_GB001.332,332,1,POINT (-58.24466111999993 -34.705784706999964),Aeródromo Quilmes,Aeródromo,Quilmes,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.333,333,1,POINT (-60.481806103999986 -35.14010869899994),Aeroclub Bragado,Aeroclub,Bragado,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.334,334,1,POINT (-57.13896492199996 -37.03588241299997),Aeródromo General Juan Madariaga,Aeródromo,General Juan Madariaga,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.338,338,1,POINT (-58.78436433899998 -34.55684099499996),Aeródromo Mariano Moreno,Aeródromo,Mariano Moreno,6,8,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.339,339,1,POINT (-58.20635749999997 -34.74430182999998),Aeródromo Ezpeleta,Aeródromo,Ezpeleta,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.340,340,1,POINT (-59.457676686999946 -34.63933948199997),Aeródromo Mercedes,Aeródromo,Mercedes,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.344,344,1,POINT (-62.30613845299996 -26.901927453999974),Aeródromo Establecimiento El 21,Aeródromo,Establecimiento El 21,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.345,345,1,POINT (-59.76693185299996 -29.488143455999932),Aeródromo Romang,Aeródromo,Romang,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.346,346,1,POINT (-58.37978832999994 -28.58706917199993),Aeródromo Santa Bárbara,Aeródromo,Santa Bárbara,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.347,347,1,POINT (-57.006760215999975 -28.466613931999973),Aeródromo Estancia Buena Vista,Aeródromo,Estancia Buena Vista,-1,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.348,348,1,POINT (-57.53106404699997 -28.779978153999934),Aeródromo Cerro Verde,Aeródromo,Cerro Verde,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.349,349,1,POINT (-59.34870840999997 -34.91037892199995),Aeródromo Establecimiento La Susana,Aeródromo,Establecimiento La Susana,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.353,353,1,POINT (-56.719882290999976 -36.54080916699996),Aeródromo Santa Teresita,Aeródromo,Santa Teresita,6,9,IGN/ORSNA,IGN
puntos_de_transporte_aereo_GB001.354,354,1,POINT (-59.443961946999934 -34.22117261999995),Aeródromo San Antonio de Areco,Aeródromo,San Antonio de Areco,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.355,355,1,POINT (-61.07541376199998 -36.18862775799994),Aeródromo San Carlos de Bolívar,Aeródromo,San Carlos de Bolívar,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.356,356,1,POINT (-58.048962432999986 -35.54036026899996),Aeródromo Chascomús,Aeródromo,Chascomús,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.357,357,1,POINT (-59.81351786199997 -35.60043315899998),Aeródromo Saladillo,Aeródromo,Saladillo,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.358,358,1,POINT (-62.064913383999965 -33.69529073999996),Aeródromo La Siesta,Aeródromo,La Siesta,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.361,361,1,POINT (-62.15308281999995 -32.67956322099997),Aeródromo Marcos Juárez,Aeródromo,Marcos Juárez,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.362,362,1,POINT (-62.70097220399998 -36.01612246399998),Aeródromo Trenque Lauquen,Aeródromo,Trenque Lauquen,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.363,363,1,POINT (-65.42050816999995 -33.64219011299997),Aeródromo Mercedes,Aeródromo,Mercedes,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.364,364,1,POINT (-59.09674770899994 -37.26480947599998),Aeroclub Tandil,Aeroclub,Tandil,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.365,365,1,POINT (-65.28235734499998 -35.417661804999966),Aeródromo Estancia El Retiro,Aeródromo,Estancia El Retiro,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.367,367,1,POINT (-61.04774857099994 -33.92731672399998),Aeródromo Colón,Aeródromo,Colón,6,9,IGN/ANAC,IGN
