FID,gid,entidad,geom,fna,gna,nam,fun,atv,fdc,sag
puntos_de_transporte_aereo_GB001.369,369,1,POINT (-59.08200889099999 -34.12218929499994),Aeródromo Zárate,Aeródromo,Zárate,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.370,370,1,POINT (-60.40898419399997 -34.61269819699993),Aeródromo Chacabuco,Aeródromo,Chacabuco,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.371,371,1,POINT (-61.83145567799994 -33.004994152999984),Aeródromo Cruz Alta,Aeródromo,Cruz Alta,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.372,372,1,POINT (-56.97453540099997 -37.09640056799998),Aeródromo Pinamar,Aeródromo,Pinamar,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.373,373,1,POINT (-58.67566409799997 -34.53288158299995),Aeródromo Campo de Mayo,Aeródromo,Campo de Mayo,6,8,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.374,374,1,POINT (-61.77392464199994 -32.99538145599996),Aeródromo Estancia San Vicente,Aeródromo,Estancia San Vicente,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.375,375,1,POINT (-61.28220292699996 -37.23026130599993),Aeródromo General La Madrid,Aeródromo,General La Madrid,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.376,376,1,POINT (-59.13436680099994 -35.213279023999974),Aeródromo Lobos,Aeródromo,Lobos,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.377,377,1,POINT (-62.40404759299997 -33.22820015899998),Aeródromo Biondi,Aeródromo,Biondi,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.378,378,1,POINT (-64.31290642699997 -34.20362677399993),Aeródromo Estancia El Consuelo,Aeródromo,Estancia El Consuelo,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.379,379,1,POINT (-59.06079537099998 -36.77367378099996),Aeródromo Rauch,Aeródromo,Rauch,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.382,382,1,POINT (-67.69317805899993 -35.05990155499995),Aeródromo General Alvear,Aeródromo,General Alvear,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.383,383,1,POINT (-71.27635646099998 -48.46561594099995),Aeródromo Lago Strobel,Aeródromo,Lago Strobel,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.384,384,1,POINT (-65.90703720499994 -47.733567834999974),Aeródromo Puerto Deseado,Aeródromo,Puerto Deseado,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.385,385,1,POINT (-62.24917162099996 -38.09749371699996),Aeródromo Tornquist,Aeródromo,Tornquist,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.386,386,1,POINT (-67.94492182499994 -54.36850713899997),Aeródromo Estancia Río Claro,Aeródromo,Estancia Río Claro,6,9,IGN,IGN
puntos_de_transporte_aereo_GB001.387,387,1,POINT (-70.24509765299996 -45.703833060999955),Aeródromo Río Mayo,Aeródromo,Río Mayo,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.388,388,1,POINT (-62.73910259699994 -37.541806701999974),Aeródromo Puán,Aeródromo,Puán,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.389,389,1,POINT (-62.19586714999997 -33.700037435999946),Aeródromo Estancia Loreto,Aeródromo,Estancia Loreto,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.390,390,1,POINT (-60.57037078899998 -30.768480094999973),Aeródromo San Justo,Aeródromo,San Justo,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.391,391,1,POINT (-61.53370070999995 -30.95685259499993),Aeroclub Sunchales,Aeroclub,Sunchales,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.392,392,1,POINT (-60.28279304499995 -33.26216585699996),Aeródromo Acindar,Aeródromo,Acindar,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.393,393,1,POINT (-61.514400497999986 -33.43165669999996),Aeroclub Firmat,Aeroclub,Firmat,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.394,394,1,POINT (-62.67831769299994 -34.285912371999984),Aeródromo Rufino,Aeródromo,Rufino,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.395,395,1,POINT (-61.632047032999935 -33.96406920299995),Aeroclub Sargento Ayudante Miguel A. Cardone,Aeroclub,Sargento Ayudante Miguel A. Cardone,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.396,396,1,POINT (-65.28137728899998 -32.74837896399998),Aeródromo Tilisarao,Aeródromo,Tilisarao,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.407,407,1,POINT (-64.47704058599999 -35.35939121599995),Aeródromo Ingeniero Luiggi,Aeródromo,Ingeniero Luiggi,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.408,408,1,POINT (-63.566601342999945 -35.23118855699994),Aeródromo Intendente Alvear,Aeródromo,Intendente Alvear,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.409,409,1,POINT (-61.49062016399995 -34.488198746999956),Aeródromo Vedia,Aeródromo,Vedia,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.410,410,1,POINT (-60.08775424099997 -35.45232959699996),Aeródromo 25 de Mayo,Aeródromo,25 de Mayo,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.411,411,1,POINT (-63.12527295999996 -34.546383283999944),Aeródromo Fortín de Gainza,Aeródromo,Fortín de Gainza,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.412,412,1,POINT (-62.47736733499994 -34.822154498999964),Aeródromo Augusto Leguizamón,Aeródromo,Augusto Leguizamón,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.413,413,1,POINT (-58.66662741899995 -37.55988295099996),Aeródromo Estancia La Estrella,Aeródromo,Estancia La Estrella,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.414,414,1,POINT (-62.69992908199998 -32.66007968899993),Aeródromo Bell Ville,Aeródromo,Bell Ville,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.415,415,1,POINT (-61.29818996499995 -33.43619124399993),Aeródromo Gran Ancona,Aeródromo,Gran Ancona,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.416,416,1,POINT (-62.869133354999974 -33.56019254199998),Aeródromo Canals,Aeródromo,Canals,-1,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.417,417,1,POINT (-59.87368375799997 -34.155949548999956),Aeródromo Quebracho Herrado,Aeródromo,Quebracho Herrado,-1,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.418,418,1,POINT (-59.689084854999976 -34.04402044799997),Aeródromo San Patricio,Aeródromo,San Patricio,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.419,419,1,POINT (-61.36483862299997 -35.572400965999975),Aeródromo Malatini,Aeródromo,Malatini,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.420,420,1,POINT (-58.24853997699995 -34.18483595699996),Aeródromo Isla Martín García,Aeródromo,Isla Martín García,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.421,421,1,POINT (-63.960912976999964 -34.52700528999998),Aeródromo Antares,Aeródromo,Antares,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.422,422,1,POINT (-61.30234988899997 -34.94475418999997),Aeródromo La Nueva,Aeródromo,La Nueva,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.423,423,1,POINT (-58.34481674399996 -34.85964316099995),Aeroclub La Caída,Aeroclub,La Caída,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.424,424,1,POINT (-59.127168694999966 -34.643558621999944),Aeródromo Estancia Villa María,Aeródromo,Estancia Villa María,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.425,425,1,POINT (-57.63828916299997 -36.775924703999976),Aeródromo Establecimieno El Araza,Aeródromo,Establecimieno El Araza,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.426,426,1,POINT (-69.07264640799997 -45.57734278899994),Aeródromo Lago Musters,Aeródromo,Lago Musters,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.429,429,1,POINT (-69.26186318099997 -51.66738102099998),Aeródromo Río Chico,Aeródromo,Río Chico,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.431,431,1,POINT (-62.98439988399997 -40.78533605499996),Aeródromo Carmen de Patagones,Aeródromo,Carmen de Patagones,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.432,432,1,POINT (-61.79398248299998 -35.51039461899995),Aeródromo Estancia 13 de Abril,Aeródromo,Estancia 13 de Abril,-1,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.433,433,1,POINT (-62.08952700999998 -34.614487950999944),Aeródromo Establecimiento Las Teresas,Aeródromo,Establecimiento Las Teresas,-1,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.435,435,1,POINT (-70.16246121299997 -48.78296657499993),Aeródromo Gobernador Gregores,Aeródromo,Gobernador Gregores,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.436,436,1,POINT (-71.16950404299996 -42.03354812099997),Aeródromo El Maitén,Aeródromo,El Maitén,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.437,437,1,POINT (-61.895288222999966 -37.45008877999993),Aeródromo Brigadier Don Héctor E. Ruiz,Aeródromo,Brigadier Don Héctor E. Ruiz,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.439,439,1,POINT (-58.10917920999998 -38.354734262999955),Aeródromo Las Cortaderas,Aeródromo,Las Cortaderas,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.441,441,1,POINT (-68.47542103799998 -31.350365687999954),Aeroclub La Laja,Aeroclub,La Laja,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.442,442,1,POINT (-68.87309147899998 -32.86115100799998),Aeródromo Base Cóndor,Aeródromo,Base Cóndor,6,8,IGN,IGN
puntos_de_transporte_aereo_GB001.446,446,1,POINT (-63.61116259099998 -35.19274458199993),Aeródromo Azcarate Irastorza,Aeródromo,Azcarate Irastorza,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.447,447,1,POINT (-63.633085360999985 -36.05703406799995),Aeródromo Quemú Quemú,Aeródromo,Quemú Quemú,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.449,449,1,POINT (-68.07251335099994 -40.81617278599998),Aeródromo Los Menucos,Aeródromo,Los Menucos,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.450,450,1,POINT (-68.47751298499998 -33.230234508999956),Aeródromo Rivadavia,Aeródromo,Rivadavia,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.451,451,1,POINT (-61.35035562799993 -35.648208731999944),Aeródromo Ottaviani,Aeródromo,Ottaviani,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.452,452,1,POINT (-59.86736881099995 -34.41599331799995),Aeródromo Carmen de Areco,Aeródromo,Carmen de Areco,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.453,453,1,POINT (-58.36507404499997 -35.195604137999965),Aeródromo El Manantial,Aeródromo,El Manantial,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.454,454,1,POINT (-62.15221218199997 -33.28414668399995),Aeródromo Corral de Bustos,Aeródromo,Corral de Bustos,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.455,455,1,POINT (-60.51427511299994 -34.80796969499994),Aeródromo Las 2 A,Aeródromo,Las 2 A,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.456,456,1,POINT (-61.77456314799997 -36.59253364199998),Aeródromo Fumigaciones Rodríguez,Aeródromo,Fumigaciones Rodríguez,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.457,457,1,POINT (-58.31585289199995 -34.82170691799996),Aeródromo El Pájaro,Aeródromo,El Pájaro,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.458,458,1,POINT (-58.91368111099996 -34.92097480999996),Aeródromo General Las Heras,Aeródromo,General Las Heras,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.459,459,1,POINT (-63.684656926999935 -32.33928411499994),Aeroclub Hernando,Aeroclub,Hernando,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.460,460,1,POINT (-60.580896836999955 -34.23589533499995),Aeródromo Fumigaciones Fredy,Aeródromo,Fumigaciones Fredy,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.461,461,1,POINT (-60.495345363999945 -34.28312856499997),Aeródromo Belingueres Aviación,Aeródromo,Belingueres Aviación,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.462,462,1,POINT (-61.556997775999946 -35.275217666999936),Aeródromo Fumigaciones Ortega,Aeródromo,Fumigaciones Ortega,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.463,463,1,POINT (-65.24373111199998 -33.749978426999974),Aeródromo Estancia Santa Romana,Aeródromo,Estancia Santa Romana,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.464,464,1,POINT (-62.43489504599995 -32.92769364399993),Aeródromo Pedro Ferrari,Aeródromo,Pedro Ferrari,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.465,465,1,POINT (-63.193771407999975 -33.10849851699993),Aeródromo El Recuerdo S.R.L.,Aeródromo,El Recuerdo S.R.L.,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.466,466,1,POINT (-60.696315064999965 -33.85406810099994),Aeródromo La Noria,Aeródromo,La Noria,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.467,467,1,POINT (-71.74222040899997 -47.551777561999984),Aeródromo Hipólito Yrigoyen,Aeródromo,Hipólito Yrigoyen,6,9,IGN,IGN
puntos_de_transporte_aereo_GB001.468,468,1,POINT (-68.97281793799993 -46.53760019699996),Aeródromo Las Heras,Aeródromo,Las Heras,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.469,469,1,POINT (-60.303105039999934 -38.407487163999974),Aeródromo Santagiulian,Aeródromo,Santagiulian,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.470,470,1,POINT (-67.07593426899996 -39.078392993999955),Aeródromo Villa Regina,Aeródromo,Villa Regina,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.471,471,1,POINT (-68.57783870599997 -50.02139528899994),Aeródromo Santa Cruz,Aeródromo,Santa Cruz,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.472,472,1,POINT (-66.94622540199998 -36.23637965399996),Aeródromo Santa Isabel,Aeródromo,Santa Isabel,6,9,IGN,IGN
puntos_de_transporte_aereo_GB001.473,473,1,POINT (-65.92977600699999 -26.57922119799997),Aeródromo Amaicha del Valle,Aeródromo,Amaicha del Valle,6,9,IGN,IGN
puntos_de_transporte_aereo_GB001.476,476,1,POINT (-64.07601287599994 -25.186786688999973),Aeródromo Agropecuaria Río Juramento,Aeródromo,Agropecuaria Río Juramento,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.477,477,1,POINT (-61.820094789999985 -23.905678337999973),Aeródromo Ingeniero Guillermo N. Juárez,Aeródromo,Ingeniero Guillermo N. Juárez,6,9,IGN,IGN
puntos_de_transporte_aereo_GB001.478,478,1,POINT (-64.23919983299999 -23.331346764999978),Aeródromo Franzini,Aeródromo,Franzini,-1,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.479,479,1,POINT (-67.62452865699998 -27.64101653199998),Aeródromo Fiambalá,Aeródromo,Fiambalá,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.480,480,1,POINT (-60.489667260999965 -26.78647521399995),Aeródromo Rovere,Aeródromo,Rovere,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.481,481,1,POINT (-65.28110988799995 -34.81787589399994),Aeródromo Estancia Huelucán,Aeródromo,Estancia Huelucán,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.482,482,1,POINT (-59.11794968299995 -37.45074241499998),Aeródromo Establecimiento El Parque,Aeródromo,Establecimiento El Parque,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.483,483,1,POINT (-63.31739642799994 -37.03666959299994),Aeródromo Las Calaveras,Aeródromo,Las Calaveras,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.484,484,1,POINT (-58.262160396999946 -36.800982687999976),Aeródromo Estancia La Limpia,Aeródromo,Estancia La Limpia,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.485,485,1,POINT (-62.37787393199994 -37.02969439399993),Aeródromo Establecimiento San Andrés,Aeródromo,Establecimiento San Andrés,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.486,486,1,POINT (-59.47797117599998 -34.42918017799997),Aeródromo Juan José Angelini,Aeródromo,Juan José Angelini,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.487,487,1,POINT (-64.45443088299999 -37.00916482699995),Aeródromo Establecimiento Mamuel Mapu,Aeródromo,Establecimiento Mamuel Mapu,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.488,488,1,POINT (-58.776974618999986 -30.389339606999954),Aeródromo San José de Feliciano,Aeródromo,San José de Feliciano,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.489,489,1,POINT (-58.77687411699998 -27.738199459999976),Aeródromo Las Tres Marías,Aeródromo,Las Tres Marías,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.490,490,1,POINT (-59.526638841999954 -33.97238496799997),Aeródromo Campo Amanecer,Aeródromo,Campo Amanecer,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.491,491,1,POINT (-59.175849632999984 -32.82070005999998),Aeródromo Estancia Santa Teresa,Aeródromo,Estancia Santa Teresa,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.492,492,1,POINT (-62.13487967899994 -31.41163165599994),Aeródromo San Francisco,Aeródromo,San Francisco,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.493,493,1,POINT (-59.92447041499997 -27.865345607999927),Aeródromo Campo La Invernada,Aeródromo,Campo La Invernada,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.494,494,1,POINT (-55.19882495799993 -27.03564819999997),Aeródromo Jardín de América,Aeródromo,Jardín de América,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.1071,1071,1,POINT (-59.53513854099998 -51.56734056299996),,,,-1,-1,Imagery,IGN
puntos_de_transporte_aereo_GB001.495,495,1,POINT (-62.71372268199997 -22.285199425999963),Aeródromo Santa Victoria Este,Aeródromo,Santa Victoria Este,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.496,496,1,POINT (-61.930839746999936 -29.87431943699994),Aeródromo Ceres,Aeródromo,Ceres,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.497,497,1,POINT (-59.37336704699993 -33.09968608499997),Aeroclub Gualeguay,Aeroclub,Gualeguay,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.498,498,1,POINT (-59.325350912999966 -28.489966899999956),Aeródromo Villa Ocampo,Aeródromo,Villa Ocampo,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.499,499,1,POINT (-60.13406716399999 -35.53942746299998),Aeródromo Estancia La Criolla,Aeródromo,Estancia La Criolla,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.500,500,1,POINT (-64.41447959299995 -33.94149386599997),Aeródromo Beneficios S.R.L.,Aeródromo,Beneficios S.R.L.,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.501,501,1,POINT (-64.27951347299995 -42.52510832199994),,,,6,9,IGN,IGN
puntos_de_transporte_aereo_GB001.502,502,1,POINT (-64.13632021899997 -38.99247514299998),Aeródromo Río Colorado,Aeródromo,Río Colorado,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.503,503,1,POINT (-69.57182988099999 -41.32241577199994),Aeródromo Cabo F. A. A. H. R. Bordón,Aeródromo,Cabo F. A. A. H. R. Bordón,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.504,504,1,POINT (-63.43011774099995 -38.07127336299993),Aeródromo Jacinto Aráuz,Aeródromo,Jacinto Aráuz,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.505,505,1,POINT (-58.37145811299996 -38.425542632999964),Aeródromo Moromar,Aeródromo,Moromar,-1,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.506,506,1,POINT (-62.386544457999946 -37.608648623999954),Aeródromo Pigüé,Aeródromo,Pigüé,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.507,507,1,POINT (-59.58265308799997 -34.53631203599997),Aeródromo El Mirador,Aeródromo,El Mirador,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.508,508,1,POINT (-63.62393077599995 -36.592271971999935),Aeródromo Estancia El Parque,Aeródromo,Estancia El Parque,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.509,509,1,POINT (-58.91520995999997 -32.108040993999964),Aeródromo La Merced,Aeródromo,La Merced,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.510,510,1,POINT (-70.90431553999997 -50.287685877999934),Aeródromo Estancia Enriqueta,Aeródromo,Estancia Enriqueta,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.511,511,1,POINT (-64.61934685299997 -37.40205338399994),Aeródromo General Acha,Aeródromo,General Acha,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.512,512,1,POINT (-71.53224738599994 -41.94362404199995),Aeroclub El Bolsón,Aeroclub,El Bolsón,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.514,514,1,POINT (-64.41677918599999 -33.938445944999955),Aeródromo Comequechen,Aeródromo,Comequechen,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.515,515,1,POINT (-65.32562517099996 -33.84571777699995),Aeródromo Villa Mercedes - Las Totoritas,Aeródromo,Villa Mercedes - Las Totoritas,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.516,516,1,POINT (-57.46980990299994 -37.00082584799998),Aeródromo Estancia San Simón,Aeródromo,Estancia San Simón,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.517,517,1,POINT (-59.096012213999984 -38.12594036499996),Aeródromo Estancia El Palomar,Aeródromo,Estancia El Palomar,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.518,518,1,POINT (-63.27031765999993 -36.037542017999954),Aeródromo Estancia Las Tres Marías,Aeródromo,Estancia Las Tres Marías,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.520,520,1,POINT (-61.76490701399996 -38.20668525899998),Aeródromo Saldungaray,Aeródromo,Saldungaray,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.521,521,1,POINT (-62.35696565799998 -38.67249763799998),Aeroclub Bahía Blanca,Aeroclub,Bahía Blanca,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.522,522,1,POINT (-68.95095306699994 -49.998931494999965),Aeródromo Comandante Luis Piedra Buena,Aeródromo,Comandante Luis Piedra Buena,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.523,523,1,POINT (-67.72306408199995 -34.970130488999985),Aeroclub General Alvear,Aeroclub,General Alvear,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.524,524,1,POINT (-62.17922592899998 -39.658069841999975),Aeródromo Establecimiento Las Isletas,Aeródromo,Establecimiento Las Isletas,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.525,525,1,POINT (-63.163373321999984 -37.70825654099997),Aeródromo Darregueira,Aeródromo,Darregueira,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.526,526,1,POINT (-63.28863893899995 -32.43549190799996),Aeródromo Raig S.A.,Aeródromo,Raig S.A.,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.527,527,1,POINT (-65.64736648399997 -37.339972933999945),Aeródromo Chacharramendi,Aeródromo,Chacharramendi,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.528,528,1,POINT (-61.88176482499995 -38.49680183299995),Aeroclub Cabildo,Aeroclub,Cabildo,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.529,529,1,POINT (-65.61918018399996 -39.28176518399994),Aeródromo Choele Choel,Aeródromo,Choele Choel,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.530,530,1,POINT (-68.30623168399995 -54.81565598399993),Aeródromo Estación Aeronaval,Aeródromo,Estación Aeronaval,6,8,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.531,531,1,POINT (-65.07314609899998 -43.30062831099997),Aeroclub Rawson,Aeroclub,Rawson,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.532,532,1,POINT (-69.50709185999995 -52.126813539999944),,,,6,9,IGN,IGN
puntos_de_transporte_aereo_GB001.533,533,1,POINT (-67.80661566999999 -38.95742525399993),Aeroclub Allen,Aeroclub,Allen,6,9,IGN04/ANAC/Sitio Web de la Empresa,IGN
puntos_de_transporte_aereo_GB001.535,535,1,POINT (-57.83219222099996 -37.92404441499997),Aeródromo Estancia El Abrojo,Aeródromo,Estancia El Abrojo,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.536,536,1,POINT (-59.86809611299998 -33.91022813999996),Aeródromo Haras El Roblecito S.A.,Aeródromo,Haras El Roblecito S.A.,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.537,537,1,POINT (-64.83602350499996 -34.25844819099996),Aeródromo Estancia La Candelaria,Aeródromo,Estancia La Candelaria,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.538,538,1,POINT (-61.330063019999955 -38.00535353199996),Aeródromo Coronel Pringles,Aeródromo,Coronel Pringles,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.539,539,1,POINT (-61.261411935999945 -38.74020807199997),Aeródromo Coronel Dorrego,Aeródromo,Coronel Dorrego,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.540,540,1,POINT (-70.98424164599999 -46.538190992999944),Aeródromo Perito Moreno,Aeródromo,Perito Moreno,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.541,541,1,POINT (-62.77776350499994 -37.19519493299998),Aeródromo Carhué,Aeródromo,Carhué,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.542,542,1,POINT (-63.303048037999986 -32.430424363999975),Aeródromo Suárez Aviación,Aeródromo,Suárez Aviación,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.543,543,1,POINT (-66.06147917199996 -47.89631666799994),,,,6,9,IGN,IGN
puntos_de_transporte_aereo_GB001.545,545,1,POINT (-67.08843719199996 -25.495414867999955),Aeródromo Fénix,Aeródromo,Fénix,6,9,IGN/ANAC,IGN
puntos_de_transporte_aereo_GB001.546,546,1,POINT (-65.75335382799994 -34.19228855399996),Aeródromo Don Hernán,Aeródromo,Don Hernán,6,9,IGN/ANAC,IGN
