FID,gid,entidad,objeto,fna,gna,nam,sag,fun,geom,fdc
areas_de_actividad_agropecuaria_AL270.1074,1074,2,Establecimiento Agropecuario,,,,IGN,-1,"MULTIPOLYGON (((-59.06993590899998 -35.14754599799994, -59.07271987799999 -35.14812506399994, -59.07419928999997 -35.14691815899994, -59.07257139999996 -35.14551184399994, -59.06993590899998 -35.14754599799994)))",Esri-word_Imagery_2010
areas_de_actividad_agropecuaria_AL270.1075,1075,2,Establecimiento Agropecuario,,,,IGN,-1,"MULTIPOLYGON (((-59.114449579999985 -35.15024078499994, -59.11437819599996 -35.151906407999945, -59.115698796999936 -35.15188261299994, -59.11572259199994 -35.15027647699998, -59.114449579999985 -35.15024078499994)))",Esri-word_Imagery_2010
areas_de_actividad_agropecuaria_AL270.1076,1076,2,Establecimiento Agropecuario,,,,IGN,-1,"MULTIPOLYGON (((-59.11161802199996 -35.152548861999946, -59.111499048999974 -35.15441673899994, -59.11378333099998 -35.15433345799994, -59.11378333099998 -35.15278680799997, -59.11374763899994 -35.152548861999946, -59.11161802199996 -35.152548861999946)))",Esri-word_Imagery_2010
areas_de_actividad_agropecuaria_AL270.1079,1079,2,Establecimiento Agropecuario,,,,IGN,-1,"MULTIPOLYGON (((-59.11364056399998 -35.15875925599994, -59.11480649899994 -35.15875925599994, -59.114818396999965 -35.158319054999936, -59.11365246099996 -35.15829526099998, -59.11364056399998 -35.15875925599994)))",Esri-word_Imagery
areas_de_actividad_agropecuaria_AL270.1080,1080,2,Establecimiento Agropecuario,,,,IGN,-1,"MULTIPOLYGON (((-59.115877256999966 -35.16245931699996, -59.11585346199996 -35.16287572299996, -59.117483392999986 -35.16285192799995, -59.117495289999965 -35.162506906999965, -59.115877256999966 -35.16245931699996)))",Esri-word_Imagery
areas_de_actividad_agropecuaria_AL270.1081,1081,2,Establecimiento Agropecuario,,,,IGN,-1,"MULTIPOLYGON (((-59.043926434999946 -34.42195886299993, -59.04519295699998 -34.422625789999984, -59.04676445599995 -34.42227258599996, -59.04636728899993 -34.42134051299996, -59.043926434999946 -34.42195886299993)))",Esri-World_Imagery 2010
areas_de_actividad_agropecuaria_AL270.1082,1082,2,Establecimiento Agropecuario,,,,IGN,-1,"MULTIPOLYGON (((-59.05615954499996 -34.355617474999974, -59.056724188999965 -34.35684499299998, -59.058367190999945 -34.35624417899993, -59.05946131799993 -34.354835897999976, -59.05834715299994 -34.353898639999954, -59.05615954499996 -34.355617474999974)))",Esri-World_Imagery 2010
areas_de_actividad_agropecuaria_AL270.1083,1083,2,Establecimiento Agropecuario,,,,IGN,-1,"MULTIPOLYGON (((-59.027880307999965 -34.36770284299996, -59.03011484799998 -34.36974585099995, -59.03182303999995 -34.36853555999994, -59.02970134199995 -34.36640522099998, -59.027880307999965 -34.36770284299996)))",Esri-World_Imagery 2010
areas_de_actividad_agropecuaria_AL270.1084,1084,2,Establecimiento Agropecuario,,,,IGN,-1,"MULTIPOLYGON (((-59.03036759099996 -34.365703279999934, -59.031902342999956 -34.36714285399995, -59.03285412699995 -34.36653609199993, -59.03124799099999 -34.365001338999946, -59.03036759099996 -34.365703279999934)))",Esri-World_Imagery 2010
areas_de_actividad_agropecuaria_AL270.1085,1085,2,Establecimiento Agropecuario,,,,IGN,-1,"MULTIPOLYGON (((-59.00409358199994 -34.36999820699998, -59.004843111999946 -34.37084291599996, -59.006461145999936 -34.36967697999995, -59.00560453999998 -34.368927449999944, -59.00409358199994 -34.36999820699998)))",Esri-World_Imagery 2010
areas_de_actividad_agropecuaria_AL270.1086,1086,2,Establecimiento Agropecuario,,,,IGN,-1,"MULTIPOLYGON (((-59.01658362999996 -34.37695694399997, -59.018080846999965 -34.37866182499994, -59.02296679199998 -34.375122000999966, -59.02291886599994 -34.37515628899996, -59.018903525999974 -34.37640550599997, -59.01697021399997 -34.37685165499994, -59.01658362999996 -34.37695694399997)))",Esri-World_Imagery 2010
areas_de_actividad_agropecuaria_AL270.1087,1087,2,Establecimiento Agropecuario,,,,IGN,-1,"MULTIPOLYGON (((-59.018225521999966 -34.38248890699998, -59.01882038799994 -34.383054028999936, -59.02024605199995 -34.38177716599995, -59.01909389999997 -34.38067139499998, -59.01738604499997 -34.38171705299993, -59.018225521999966 -34.38248890699998)))",Esri-World_Imagery 2010
areas_de_actividad_agropecuaria_AL270.1088,1088,2,Establecimiento Agropecuario,,,,IGN,-1,"MULTIPOLYGON (((-59.021581013999935 -34.38791541599994, -59.02186364099998 -34.388193221999984, -59.02186766999995 -34.388190289999955, -59.021891463999964 -34.388172974999975, -59.023456049999936 -34.38702444099994, -59.02205987999997 -34.38580760699995, -59.02053984199995 -34.38691703599994, -59.021581013999935 -34.38791541599994)))",Esri-World_Imagery 2010
areas_de_actividad_agropecuaria_AL270.1089,1089,2,Establecimiento Agropecuario,,,,IGN,-1,"MULTIPOLYGON (((-58.99999999999994 -34.43176769199994, -58.99999999999994 -34.432151232999956, -59.00100324099998 -34.431815728999936, -59.002006481999956 -34.43148022499997, -59.00293914799994 -34.43044585299998, -59.002034297999955 -34.43002233599998, -59.001451988999975 -34.429733210999984, -59.00034272499994 -34.431287476999955, -58.99999999999994 -34.43176769199994)))",Esri-World_Imagery 2010
areas_de_actividad_agropecuaria_AL270.1090,1090,2,Establecimiento Agropecuario,,,,IGN,-1,"MULTIPOLYGON (((-59.00473978499997 -34.42809196299993, -59.007724836999955 -34.429916006999974, -59.008416748999934 -34.42970990599997, -59.009167385999945 -34.42841843699995, -59.01003826899995 -34.426955067999984, -59.00662743399994 -34.42561394799998, -59.00591759399998 -34.42654332899997, -59.005322338999974 -34.42732268499998, -59.00473978499997 -34.42809196299993)))",Esri-World_Imagery 2010
areas_de_actividad_agropecuaria_AL270.1091,1091,2,Establecimiento Agropecuario,,,,IGN,-1,"MULTIPOLYGON (((-59.03456918799998 -34.44499221399997, -59.03647170099998 -34.446152558999984, -59.03735317799993 -34.445040898999935, -59.03559558799998 -34.44368983399994, -59.03456918799998 -34.44499221399997)))",Esri-World_Imagery 2010
areas_de_actividad_agropecuaria_AL270.1092,1092,2,Establecimiento Agropecuario,,,,IGN,-1,"MULTIPOLYGON (((-59.049354290999986 -34.49143019599995, -59.05031097999995 -34.49193704199996, -59.05126243099994 -34.49065799799996, -59.05032968199998 -34.49018210599996, -59.049354290999986 -34.49143019599995)))",Esri-World_Imagery 2010
areas_de_actividad_agropecuaria_AL270.1093,1093,2,Establecimiento Agropecuario,,,,IGN,-1,"MULTIPOLYGON (((-59.048928769999975 -34.37088174599995, -59.05049094599997 -34.371786165999936, -59.05178493699998 -34.370226285999934, -59.04899925899997 -34.368721628999936, -59.047786832999975 -34.370329726999955, -59.048928769999975 -34.37088174599995)))",Esri-World_Imagery 2010
areas_de_actividad_agropecuaria_AL270.1094,1094,2,Establecimiento Agropecuario,,,,IGN,-1,"MULTIPOLYGON (((-59.11451207399995 -34.43677272399998, -59.11708613099995 -34.43792842399995, -59.11811228099998 -34.43652706199998, -59.12121621599994 -34.43228988699997, -59.12129303099994 -34.432185026999946, -59.12164133799996 -34.43170955399995, -59.12215698899996 -34.43100563999997, -59.12243401899997 -34.43062661699997, -59.11907183399995 -34.429005297999936, -59.118909317999965 -34.42893477999996, -59.11519735799993 -34.43420290599994, -59.11595402699999 -34.434631208999974, -59.11451207399995 -34.43677272399998)))",Esri-World_Imagery 2010
areas_de_actividad_agropecuaria_AL270.1095,1095,2,Establecimiento Agropecuario,,,,IGN,-1,"MULTIPOLYGON (((-59.11487443499993 -34.415222695999944, -59.115277945999935 -34.41552892499993, -59.115505420999966 -34.41524307099996, -59.115619557999935 -34.41509964199997, -59.115623203999974 -34.41509506099993, -59.11564728399998 -34.41506480099997, -59.11593704799998 -34.41470067299997, -59.116030870999964 -34.41458277099997, -59.11626523599995 -34.41428825999998, -59.11630032499994 -34.414244165999946, -59.11634021699996 -34.41419403599997, -59.116454277999935 -34.41404102699994, -59.11676101499995 -34.41362955099993, -59.11689351599995 -34.413451804999966, -59.11731579599996 -34.41288533199997, -59.11716328799997 -34.412816550999935, -59.11387771099999 -34.41133475899994, -59.11225967699994 -34.41323832799998, -59.11432787799998 -34.41480790799994, -59.114873958999965 -34.41522233499995, -59.11487443499993 -34.415222695999944)))",Esri-World_Imagery 2010
areas_de_actividad_agropecuaria_AL270.1096,1096,2,Establecimiento Agropecuario,,,,IGN,-1,"MULTIPOLYGON (((-59.07714425399996 -34.48859769699993, -59.07880192499994 -34.48945390399996, -59.07927582299993 -34.488778887999956, -59.07759783199998 -34.48795452099995, -59.07685716499998 -34.487590644999955, -59.07439707699996 -34.48638204799994, -59.07405250199997 -34.48700076799997, -59.07714425399996 -34.48859769699993)))",Esri-World_Imagery 2010
areas_de_actividad_agropecuaria_AL270.1097,1097,2,Establecimiento Agropecuario,,,,IGN,-1,"MULTIPOLYGON (((-59.10338280099995 -35.20028795899998, -59.10411125899998 -35.20192560099997, -59.105100800999935 -35.20116267199995, -59.10464986399995 -35.20022252299998, -59.10457253199996 -35.19999647499998, -59.10338280099995 -35.20028795899998)))",Esri-World_Imagery 2010
areas_de_actividad_agropecuaria_AL270.1098,1098,2,Establecimiento Agropecuario,,,,IGN,-1,"MULTIPOLYGON (((-59.097502738999935 -35.20148068999998, -59.09783971899998 -35.20266441699994, -59.098807705999945 -35.20249080599996, -59.09863013599994 -35.20210709099996, -59.09823974699998 -35.201299405999976, -59.097502738999935 -35.20148068999998)))",Esri-World_Imagery 2010
areas_de_actividad_agropecuaria_AL270.1099,1099,2,Establecimiento Agropecuario,,,,IGN,-1,"MULTIPOLYGON (((-59.08457811899996 -35.208338269999956, -59.08587533299993 -35.209567238999966, -59.086089484999945 -35.209360225999944, -59.08667483199997 -35.208917645999975, -59.08708171999996 -35.20875346299994, -59.08744959599994 -35.208696378999946, -59.088304354999934 -35.20809913399995, -59.08688024799994 -35.20677377399994, -59.08457811899996 -35.208338269999956)))",Esri-World_Imagery 2010
areas_de_actividad_agropecuaria_AL270.1100,1100,2,Establecimiento Agropecuario,,,,IGN,-1,"MULTIPOLYGON (((-59.08635360499994 -35.21528032499998, -59.08643926599996 -35.215385020999975, -59.08665817599996 -35.21528984299994, -59.087667066999984 -35.21459503999995, -59.088104887999975 -35.21433805799995, -59.09063860699996 -35.21242975299998, -59.08823013699998 -35.21020670399997, -59.08709817799996 -35.212492389999966, -59.085988301999976 -35.21469791199996, -59.08609956899994 -35.21479876199993, -59.08621083699995 -35.214899610999964, -59.08627746199994 -35.215070931999946, -59.08635360499994 -35.21528032499998)))",Esri-World_Imagery 2010
areas_de_actividad_agropecuaria_AL270.1101,1101,2,Establecimiento Agropecuario,,,,IGN,-1,"MULTIPOLYGON (((-59.08922541599998 -35.203014044999975, -59.08892560399994 -35.20327816499997, -59.088836957999945 -35.20317325299993, -59.08782568699996 -35.20383950199994, -59.08919757499996 -35.20515150799997, -59.09049737599997 -35.20423765499993, -59.08982503999994 -35.203649360999975, -59.08922541599998 -35.203014044999975)))",Esri-World_Imagery 2010
areas_de_actividad_agropecuaria_AL270.1102,1102,2,Establecimiento Agropecuario,,,,IGN,-1,"MULTIPOLYGON (((-59.06100590999995 -35.17752591599998, -59.06233840799996 -35.17882034199994, -59.063819741999964 -35.177747771999975, -59.06338914299994 -35.17732333699996, -59.06251611799996 -35.17646150599995, -59.06104304699994 -35.17749974099996, -59.06100590999995 -35.17752591599998)))",Esri-World_Imagery 2010
areas_de_actividad_agropecuaria_AL270.1103,1103,2,Establecimiento Agropecuario,,,,IGN,-1,"MULTIPOLYGON (((-59.22482425599998 -35.277662464999935, -59.227672380999934 -35.27881788499997, -59.22829103999999 -35.27718081599994, -59.22765064499998 -35.27702156399994, -59.229393647999984 -35.27558830199996, -59.22847309399998 -35.274869251999974, -59.226149222999936 -35.27664819299997, -59.22482425599998 -35.277662464999935)))",Esri-World_Imagery 2010
areas_de_actividad_agropecuaria_AL270.1104,1104,2,Establecimiento Agropecuario,,,,IGN,-1,"MULTIPOLYGON (((-59.243345889999944 -35.31536640599995, -59.24624883299998 -35.31782914799993, -59.24699836299993 -35.31726997499993, -59.24525421799996 -35.31565907999993, -59.24686035399998 -35.31440272499998, -59.245703935999984 -35.31341048899998, -59.24514238299997 -35.313843550999934, -59.243345889999944 -35.31536640599995)))",Esri-World_Imagery 2010
areas_de_actividad_agropecuaria_AL270.1105,1105,2,Establecimiento Agropecuario,,,,IGN,-1,"MULTIPOLYGON (((-59.15618633299994 -35.23786428799997, -59.157614008999985 -35.23900642899997, -59.15896936099995 -35.23802393999995, -59.15762170499994 -35.23683012599997, -59.15618633299994 -35.23786428799997)))",Esri-World_Imagery 2010
areas_de_actividad_agropecuaria_AL270.1106,1106,2,Establecimiento Agropecuario,,,,IGN,-1,"MULTIPOLYGON (((-59.15450370199994 -35.23406805899998, -59.15593790299994 -35.23533853799995, -59.16024039299998 -35.23185728899995, -59.15733545899997 -35.23202911899995, -59.15450370199994 -35.23406805899998)))",Esri-World_Imagery 2010
areas_de_actividad_agropecuaria_AL270.1107,1107,2,Establecimiento Agropecuario,,,,IGN,-1,"MULTIPOLYGON (((-59.12840933099994 -35.16876360699996, -59.12990994499995 -35.168784965999976, -59.129938497999945 -35.16727876699997, -59.13010268099998 -35.16727162799998, -59.130081265999934 -35.16677194199997, -59.12842916699998 -35.16680767399998, -59.12840933099994 -35.16876360699996)))",Esri-World_Imagery 2010
areas_de_actividad_agropecuaria_AL270.1108,1108,2,Establecimiento Agropecuario,,,,IGN,-1,"MULTIPOLYGON (((-59.120545351999965 -35.16666666699996, -59.12388839099998 -35.16666666699996, -59.12391214999997 -35.16531845099996, -59.12055165199996 -35.16521152699994, -59.120545351999965 -35.16666666699996)))",Esri-World_Imagery 2010
areas_de_actividad_agropecuaria_AL270.1109,1109,2,Establecimiento Agropecuario,,,,IGN,-1,"MULTIPOLYGON (((-59.070295880999936 -35.26496833199997, -59.07001986299997 -35.265301455999975, -59.06941193999995 -35.26512963099998, -59.069182429999955 -35.26564535199998, -59.06904182399995 -35.26596130299998, -59.071913913999936 -35.26845186199995, -59.07322737699997 -35.26753814899996, -59.070295880999936 -35.26496833199997)))",Esri-World_Imagery 2010
areas_de_actividad_agropecuaria_AL270.1110,1110,2,Establecimiento Agropecuario,,,,IGN,-1,"MULTIPOLYGON (((-59.04124478299997 -35.230842809999956, -59.04278084799995 -35.23234969299995, -59.04329681399997 -35.23216628999995, -59.04437129399997 -35.231795863999935, -59.04523949299994 -35.23154631999995, -59.04584625599995 -35.23141544999993, -59.04646113399997 -35.23130743099995, -59.04533146799997 -35.229898050999964, -59.04124478299997 -35.230842809999956)))",Esri-World_Imagery 2010
areas_de_actividad_agropecuaria_AL270.1111,1111,2,Establecimiento Agropecuario,,,,IGN,-1,"MULTIPOLYGON (((-59.00444259699998 -35.24622148799995, -59.00691385999994 -35.24864515699994, -59.00867024699994 -35.247326966999935, -59.00652372899998 -35.24526077199994, -59.00444259699998 -35.24622148799995)))",Esri-World_Imagery 2010
areas_de_actividad_agropecuaria_AL270.1112,1112,2,Establecimiento Agropecuario,,,,IGN,-1,"MULTIPOLYGON (((-59.01565720999997 -35.23745164999997, -59.01715851899996 -35.23876090299996, -59.020247418999986 -35.23668436999998, -59.018950383999936 -35.23528158099998, -59.01565720999997 -35.23745164999997)))",Esri-World_Imagery 2010
areas_de_actividad_agropecuaria_AL270.1113,1113,2,Establecimiento Agropecuario,,,,IGN,-1,"MULTIPOLYGON (((-59.15638464099993 -35.29337901699995, -59.157242543999985 -35.29419026399995, -59.15851133299998 -35.29325050799997, -59.15764099599994 -35.29247957999996, -59.15638464099993 -35.29337901699995)))",Esri-World_Imagery 2010
areas_de_actividad_agropecuaria_AL270.1114,1114,2,Establecimiento Agropecuario,,,,IGN,-1,"MULTIPOLYGON (((-59.09155408099997 -35.18328343799993, -59.09236289099994 -35.18330496899995, -59.09239589499998 -35.182065173999945, -59.09158708499996 -35.18204364299993, -59.09155408099997 -35.18328343799993)))",Esri-World_Imagery 2010
areas_de_actividad_agropecuaria_AL270.1115,1115,2,Establecimiento Agropecuario,,,,IGN,-1,"MULTIPOLYGON (((-59.09147770799996 -35.18615240599996, -59.09226533399993 -35.18615705399998, -59.09227439299997 -35.18462189899998, -59.091486766999935 -35.18461725099996, -59.09147770799996 -35.18615240599996)))",Esri-World_Imagery 2010
areas_de_actividad_agropecuaria_AL270.1116,1116,2,Establecimiento Agropecuario,,,,IGN,-1,"MULTIPOLYGON (((-59.10039413199996 -35.48862535199993, -59.101107970999976 -35.48932491399995, -59.10204666799996 -35.48871458199994, -59.10134710699998 -35.48801145199997, -59.10039413199996 -35.48862535199993)))",Esri-World_Imagery 2010
areas_de_actividad_agropecuaria_AL270.1117,1117,2,Establecimiento Agropecuario,,,,IGN,-1,"MULTIPOLYGON (((-59.10229294199996 -35.488768119999975, -59.10302105699998 -35.48946768199994, -59.10399187699994 -35.48883593499994, -59.10318523999996 -35.48816135799996, -59.10229294199996 -35.488768119999975)))",Esri-World_Imagery 2010
areas_de_actividad_agropecuaria_AL270.1118,1118,2,Establecimiento Agropecuario,,,,IGN,-1,"MULTIPOLYGON (((-59.09453234799997 -35.49233741099994, -59.09559356999995 -35.49354012899994, -59.09835612399996 -35.49166987299998, -59.09741561799996 -35.49073480299995, -59.09729401199996 -35.490666275999956, -59.09453234799997 -35.49233741099994)))",Esri-World_Imagery 2010
areas_de_actividad_agropecuaria_AL270.1119,1119,2,Establecimiento Agropecuario,,,,IGN,-1,"MULTIPOLYGON (((-59.11730108699999 -35.49076759199994, -59.11936636799999 -35.49299398299996, -59.12019323099997 -35.49239316899997, -59.118188534999945 -35.49015647599998, -59.11730108699999 -35.49076759199994)))",Esri-World_Imagery 2010
areas_de_actividad_agropecuaria_AL270.1120,1120,2,Establecimiento Agropecuario,,,,IGN,-1,"MULTIPOLYGON (((-59.10901880599994 -35.48928975699994, -59.110055683999974 -35.49030620399998, -59.110144168999966 -35.490212188999976, -59.11071951499997 -35.49019234899998, -59.11162431599996 -35.48967641999997, -59.11044053399996 -35.48848074099993, -59.10901880599994 -35.48928975699994)))",Esri-World_Imagery 2010
areas_de_actividad_agropecuaria_AL270.1121,1121,2,Establecimiento Agropecuario,,,,IGN,-1,"MULTIPOLYGON (((-59.07901616299995 -35.48693459899994, -59.07972645099994 -35.48805743499997, -59.08125406499994 -35.48720796699996, -59.082003595999936 -35.48687246299994, -59.08092653899996 -35.48558576999994, -59.07901616299995 -35.48693459899994)))",Esri-World_Imagery 2010
areas_de_actividad_agropecuaria_AL270.1122,1122,2,Establecimiento Agropecuario,,,,IGN,-1,"MULTIPOLYGON (((-59.20725987099996 -35.492470526999966, -59.210122103999936 -35.49481510399994, -59.21286324299996 -35.49290201699995, -59.20962229299994 -35.48994572299995, -59.20733708199998 -35.49230386599993, -59.20725987099996 -35.492470526999966)))",Esri-World_Imagery 2010
areas_de_actividad_agropecuaria_AL270.1123,1123,2,Establecimiento Agropecuario,,,,IGN,-1,"MULTIPOLYGON (((-59.215432129999954 -35.48395046599995, -59.217603129999986 -35.48569224999994, -59.21920212699996 -35.484507278999956, -59.21692745699994 -35.48243255299997, -59.215432129999954 -35.48395046599995)))",Esri-World_Imagery 2010
areas_de_actividad_agropecuaria_AL270.1124,1124,2,Establecimiento Agropecuario,,,,IGN,-1,"MULTIPOLYGON (((-59.225440599999956 -35.473637725999936, -59.22711460399995 -35.475148727999965, -59.230433182999946 -35.47290740599993, -59.22869617699996 -35.47133696199995, -59.225440599999956 -35.473637725999936)))",Esri-World_Imagery 2010
areas_de_actividad_agropecuaria_AL270.1125,1125,2,Establecimiento Agropecuario,,,,IGN,-1,"MULTIPOLYGON (((-59.21884520799995 -35.45725055299994, -59.22181953499995 -35.45939206799994, -59.22358033599994 -35.45815474799997, -59.22108190199998 -35.456108411999935, -59.21884520799995 -35.45725055299994)))",Esri-World_Imagery 2010
areas_de_actividad_agropecuaria_AL270.1126,1126,2,Establecimiento Agropecuario,,,,IGN,-1,"MULTIPOLYGON (((-59.21196856599994 -35.45441899399998, -59.21287276099997 -35.45520421599997, -59.21417509899999 -35.45435945699995, -59.21463356199996 -35.45406207499997, -59.21375316199993 -35.453205468999954, -59.21196856599994 -35.45441899399998)))",Esri-World_Imagery 2010
areas_de_actividad_agropecuaria_AL270.1127,1127,2,Establecimiento Agropecuario,,,,IGN,-1,"MULTIPOLYGON (((-59.22958419199995 -35.434907873999975, -59.22972695899995 -35.437234986999954, -59.23158293899996 -35.43712077299995, -59.23136878699995 -35.43483648999995, -59.22958419199995 -35.434907873999975)))",Esri-World_Imagery 2010
areas_de_actividad_agropecuaria_AL270.1128,1128,2,Establecimiento Agropecuario,,,,IGN,-1,"MULTIPOLYGON (((-59.186348528999986 -35.36478801399994, -59.18724320599995 -35.36570172699993, -59.188061740999956 -35.36497837099995, -59.18722416999998 -35.36417887199997, -59.186348528999986 -35.36478801399994)))",Esri-World_Imagery 2010
areas_de_actividad_agropecuaria_AL270.1129,1129,2,Establecimiento Agropecuario,,,,IGN,-1,"MULTIPOLYGON (((-58.99416867699995 -35.25464336599998, -58.99618939199996 -35.25659893399995, -58.99999999999994 -35.25377116399994, -58.99999999999994 -35.25320623199997, -58.99817431499997 -35.25139493299997, -58.99392322899996 -35.254369261999955, -58.99415121299995 -35.254581350999956, -58.99416867699995 -35.25464336599998)))",Esri-World_Imagery 2010
areas_de_actividad_agropecuaria_AL270.1130,1130,2,Establecimiento Agropecuario,,,,IGN,-1,"MULTIPOLYGON (((-58.23685767599994 -35.33130157099998, -58.238160995999976 -35.331621739999946, -58.23957026199997 -35.33025936699994, -58.23738591699998 -35.32964546599993, -58.236743461999936 -35.32837483399993, -58.23597251699994 -35.328746029999934, -58.23655786399996 -35.329431313999976, -58.236757738999984 -35.329888170999936, -58.23592968599996 -35.33044496499997, -58.23578691899996 -35.330687669999975, -58.23685767599994 -35.33130157099998)))",Imagery Esri 2000-2001-2006-2008
areas_de_actividad_agropecuaria_AL270.1131,1131,2,Establecimiento Agropecuario,,,,IGN,-1,"MULTIPOLYGON (((-58.23430213499995 -35.31619675199994, -58.237257425999985 -35.31669643899994, -58.237985540999944 -35.31515454799995, -58.23905629799998 -35.31498322699997, -58.239108020999936 -35.314508656999976, -58.234873205999975 -35.31399812999996, -58.23430213499995 -35.31619675199994)))",Imagery Esri 2000-2001-2006-2008
areas_de_actividad_agropecuaria_AL270.1132,1132,2,Establecimiento Agropecuario,,,,IGN,-1,"MULTIPOLYGON (((-58.22717169099997 -35.192898802999935, -58.22925811999994 -35.193691333999936, -58.22977722799993 -35.192778300999976, -58.227785591999975 -35.19199936699994, -58.22717169099997 -35.192898802999935)))",Imagery Esri 2000-2001-2006-2008
areas_de_actividad_agropecuaria_AL270.1133,1133,2,Establecimiento Agropecuario,,,,IGN,-1,"MULTIPOLYGON (((-58.22074026499996 -35.192506967999975, -58.223502561999965 -35.19351270399994, -58.22405935599994 -35.19264182099994, -58.22120400199998 -35.191685277999966, -58.22074026499996 -35.192506967999975)))",Imagery Esri 2000-2001-2006-2008
areas_de_actividad_agropecuaria_AL270.1134,1134,2,Establecimiento Agropecuario,,,,IGN,-1,"MULTIPOLYGON (((-58.23827901499993 -35.19060262299996, -58.23830756799998 -35.19323906599993, -58.242071874999965 -35.19282028099997, -58.24161501899994 -35.190407506999975, -58.23827901499993 -35.19060262299996)))",Imagery Esri 2000-2001-2006-2008
areas_de_actividad_agropecuaria_AL270.1239,1239,2,Establecimiento Agropecuario,,,,IGN,-1,"MULTIPOLYGON (((-58.12389056899997 -35.00000000199998, -58.124919699999964 -35.00000000199998, -58.124455195999985 -34.99949896499993, -58.12532560599993 -34.998718880999945, -58.12447161899996 -34.99794700799998, -58.122936084999935 -34.99915408499993, -58.12389056899997 -35.00000000199998)))",IGN
areas_de_actividad_agropecuaria_AL270.1321,1321,2,Establecimiento Agropecuario,,,,IGN,-1,"MULTIPOLYGON (((-59.029464889999986 -34.43721294799997, -59.030685552999955 -34.43804100099993, -59.03249818199998 -34.43576394499996, -59.031140952999976 -34.434954826999956, -59.029464889999986 -34.43721294799997)))",Esri-World_Imagery 2010
areas_de_actividad_agropecuaria_AL270.1240,1240,2,Establecimiento Agropecuario,Control Unión,,Control Unión,IGN,-1,"MULTIPOLYGON (((-65.55096222399999 -27.248772290999966, -65.54947465699996 -27.248600910999983, -65.54883580299997 -27.248057554999946, -65.54767053699999 -27.24835645299993, -65.54747526999995 -27.24845641899998, -65.54772670599993 -27.24881591899998, -65.54797942199997 -27.249174145999973, -65.54875077199995 -27.250246276999974, -65.54944417099995 -27.251158635999957, -65.54983606699994 -27.25097855299998, -65.55000604699995 -27.250578209999958, -65.55100876799997 -27.25034279999994, -65.55150628799998 -27.250238958999944, -65.55096222399999 -27.248772290999966)))",Interpretación y Nomenclatura
areas_de_actividad_agropecuaria_AL270.1280,1280,2,Establecimiento Agropecuario,,,,IGN,-1,"MULTIPOLYGON (((-59.07880192499994 -34.48945390399996, -59.08090807299993 -34.49054175499998, -59.08210284499995 -34.488816853999936, -59.080032899999935 -34.487700512999936, -59.07880192499994 -34.48945390399996)))",Esri-World_Imagery 2010
areas_de_actividad_agropecuaria_AL270.1241,1241,2,Establecimiento Agropecuario,Ingenio La Fronterita,Ingenio,La Fronterita,IGN,-1,"MULTIPOLYGON (((-65.45393063299997 -27.03134040799995, -65.45134372199993 -27.033805230999974, -65.45349439599994 -27.035778221999976, -65.45350880099994 -27.03577757499994, -65.45392830899993 -27.035758745999942, -65.45457949499996 -27.03619286999998, -65.45483996999997 -27.036149457999954, -65.45611973399997 -27.034976339999957, -65.45694716299994 -27.034149987999967, -65.45393063299997 -27.03134040799995)))",Interpretación y Nomenclatura
areas_de_actividad_agropecuaria_AL270.1281,1281,2,Establecimiento Agropecuario,,,,IGN,-1,"MULTIPOLYGON (((-59.10464986399995 -35.20022252299998, -59.105100800999935 -35.20116267199995, -59.10587683999995 -35.20062056099994, -59.105488623999975 -35.19965740099997, -59.10464986399995 -35.20022252299998)))",Esri-World_Imagery 2010
areas_de_actividad_agropecuaria_AL270.1242,1242,2,Establecimiento Agropecuario,Ingenio Leales,Ingenio,Leales,IGN,-1,"MULTIPOLYGON (((-65.22966634699998 -27.075844037999957, -65.22967016999996 -27.075841926999942, -65.23003447099995 -27.07564896599996, -65.23007478999995 -27.07562760999997, -65.23007488699994 -27.07562755799995, -65.23104742299995 -27.075139924999974, -65.22864376299998 -27.07142651399994, -65.22742034799995 -27.072170892999964, -65.22966634699998 -27.075844037999957)))",Departamento Geocartografía
areas_de_actividad_agropecuaria_AL270.1243,1243,2,Establecimiento Agropecuario,,,,IGN,-1,"MULTIPOLYGON (((-65.15731352699999 -26.85179336799996, -65.15739048099994 -26.85340528599994, -65.15899043599995 -26.853243219999968, -65.15896749399997 -26.852447561999952, -65.16012973799997 -26.85234416199995, -65.15980922399996 -26.84925172499993, -65.15740821999998 -26.849712017999934, -65.15721987699993 -26.849781460999964, -65.15728136299998 -26.851102367999943, -65.15729003899997 -26.851288775999933, -65.15730403599997 -26.851589477999937, -65.15731352699999 -26.85179336799996)))",Gabinete TIG-SIG
areas_de_actividad_agropecuaria_AL270.1244,1244,2,Establecimiento Agropecuario,Ingenio Santa Rosa,Ingenio,Santa Rosa,IGN,-1,"MULTIPOLYGON (((-65.51811161399996 -27.22084951599993, -65.51762499999995 -27.21912999999995, -65.51444561699998 -27.219744266999953, -65.51470217899998 -27.220789534999938, -65.51521861699996 -27.22289352499996, -65.51731018299995 -27.222482069999955, -65.51834427999995 -27.22224691799994, -65.51842289599995 -27.221853162999935, -65.51834128099995 -27.221624774999952, -65.51829182299997 -27.221486294999977, -65.51811161399996 -27.22084951599993)))",Interpretación y Nomenclatura
