FID,gid,entidad,objeto,fna,gna,nam,sag,fun,geom,fdc
areas_de_actividad_agropecuaria_AL270.1305,1305,2,Establecimiento Agropecuario,,,,IGN,-1,"MULTIPOLYGON (((-57.43333333399994 -35.833333333999974, -57.43444546799998 -35.833333333999974, -57.43374086499995 -35.830593861999944, -57.433661477999976 -35.83030718599997, -57.43390862799998 -35.83005702199995, -57.43414349599993 -35.82973268099994, -57.43407639099996 -35.829229392999935, -57.43379678599996 -35.828681367999934, -57.433617838999965 -35.828155711999955, -57.43357310299996 -35.82782018699993, -57.433483628999966 -35.827439924999965, -57.43343121299995 -35.82722277199997, -57.43322729699997 -35.827046981999956, -57.433019711999975 -35.82671089199994, -57.432851666999966 -35.82633526199993, -57.43271327699995 -35.82601894199996, -57.43262431199997 -35.82576193199998, -57.43238707199998 -35.82525779699995, -57.432248681999965 -35.825000786999965, -57.43202132699997 -35.82475366199998, -57.431843396999966 -35.824595501999966, -57.43169512199995 -35.82445711199995, -57.43138868699998 -35.82420010199996, -57.43116133199993 -35.824101251999934, -57.43095374699993 -35.824229756999955, -57.430765931999986 -35.824466996999945, -57.43051880699994 -35.824595501999966, -57.43028156699995 -35.82475366199998, -57.430301336999946 -35.825277566999944, -57.43045949699996 -35.825712506999935, -57.43061765699997 -35.82599917199997, -57.430746161999934 -35.82628583699994, -57.43089443699995 -35.82671089199994, -57.43101305699997 -35.827046981999956, -57.431151446999934 -35.82780812699997, -57.43129972199995 -35.828262837999944, -57.431408456999975 -35.82866812299994, -57.431477651999955 -35.82883616799995, -57.43159627199998 -35.82917225799997, -57.431685236999954 -35.82947869299994, -57.43173466199994 -35.82968627799994, -57.43187305199996 -35.830309032999935, -57.43197190199999 -35.83074397299998, -57.43211029199995 -35.83122833799996, -57.43226845199996 -35.83170281799994, -57.43239695699998 -35.83190051799994, -57.43254523199994 -35.83222672299996, -57.43275281699994 -35.832651777999956, -57.432891206999955 -35.83296809799998, -57.43304936699997 -35.83327453299995, -57.43308678599993 -35.833333333999974, -57.43333333399994 -35.833333333999974)))",Esri-World_Imagery 2010
areas_de_actividad_agropecuaria_AL270.1306,1306,2,Establecimiento Agropecuario,,,,IGN,-1,"MULTIPOLYGON (((-57.41190819099995 -35.78045969999994, -57.41194023799994 -35.780539816999976, -57.41195626099994 -35.78061993399996, -57.412441366999985 -35.78049833699998, -57.41317304599994 -35.78263029699997, -57.413463193999974 -35.78254199099996, -57.41375334199995 -35.782478914999956, -57.41385426399995 -35.78245368499995, -57.41398041499997 -35.78236537899994, -57.41398041499997 -35.78227707299993, -57.413967799999966 -35.782163535999985, -57.413866878999954 -35.78199953999996, -57.41376595799994 -35.78183554299994, -57.41374072699995 -35.78165893099998, -57.41374072699995 -35.78157062499997, -57.41374072699995 -35.781494933999966, -57.413728111999944 -35.781356166999956, -57.41519146899998 -35.780952482999965, -57.41124292899997 -35.77210926599997, -57.41062478699996 -35.770948672999964, -57.41052386499996 -35.77067113999993, -57.41020848699998 -35.770721599999945, -57.40989310799995 -35.77079729099995, -57.409527268999966 -35.77097390299997, -57.40936327199995 -35.77103697899997, -57.412252139999964 -35.778038383999956, -57.41218906399996 -35.77825284199997, -57.411949376999985 -35.77844206899994, -57.41178537999997 -35.77858083499996, -57.41168445899996 -35.77873221699997, -57.41142749099998 -35.778889411999955, -57.41142749099998 -35.77896952899994, -57.411395443999936 -35.77909771599997, -57.411347373999945 -35.77919385599995, -57.411347373999945 -35.77924192599994, -57.411347373999945 -35.77933806599998, -57.411363396999946 -35.77943420599996, -57.41141146699994 -35.779530345999945, -57.41141146699994 -35.779578415999936, -57.411475560999975 -35.779674555999975, -57.411523630999966 -35.77977069599996, -57.41157170099996 -35.77988285999993, -57.41158772399996 -35.77991490599993, -57.41160374699996 -35.77996297599998, -57.41163579399995 -35.78004309299996, -57.41174795799998 -35.78009116299995, -57.41178000399998 -35.78012320999994, -57.41184409799996 -35.78020332699998, -57.41187614399996 -35.78026741999997, -57.41187614399996 -35.780363559999955, -57.41187614399996 -35.780379582999956, -57.41190819099995 -35.78045969999994)))",Esri-World_Imagery 2010
areas_de_actividad_agropecuaria_AL270.1322,1322,2,Establecimiento Agropecuario,,,,IGN,-1,"MULTIPOLYGON (((-57.97504660399994 -35.05331296899993, -57.97473441899996 -35.05351093999997, -57.97452121899994 -35.05332058299996, -57.97411766299996 -35.05357185399998, -57.97430801999997 -35.05369368199996, -57.97241206499996 -35.05520892299995, -57.97451834499998 -35.05721107199997, -57.97646936999996 -35.05455686399995, -57.975754731999984 -35.05396018199997, -57.975252189999935 -35.053488096999956, -57.97504660399994 -35.05331296899993)))",Esri-World_Imagery 2010
areas_de_actividad_agropecuaria_AL270.1323,1323,2,Establecimiento Agropecuario,,,,IGN,-1,"MULTIPOLYGON (((-57.94509582099994 -35.00469593899993, -57.945880090999935 -35.00521751699995, -57.946691010999984 -35.00480253899997, -57.946778575999986 -35.00473781799997, -57.946862332999956 -35.004543653999974, -57.946755732999975 -35.004277153999965, -57.94576968399997 -35.00343958399998, -57.944829320999986 -35.003283014999965, -57.944475256999965 -35.003602814999965, -57.94447144999998 -35.00370988999998, -57.94452474999997 -35.00384694699994, -57.94470368599997 -35.003923089999944, -57.94528998499993 -35.00434948999998, -57.94503109899995 -35.004543653999974, -57.94509582099994 -35.00469593899993)))",Esri-World_Imagery 2010
areas_de_actividad_agropecuaria_AL270.1307,1307,2,Establecimiento Agropecuario,,,,IGN,-1,"MULTIPOLYGON (((-57.38353999399993 -35.72012237599995, -57.38337343099994 -35.72021755399993, -57.38317117699995 -35.72020565699995, -57.38304030699999 -35.720146169999964, -57.38287374499998 -35.720146169999964, -57.38263579899996 -35.720241348999934, -57.38262390099993 -35.720360321999976, -57.38284994999998 -35.72062206299995, -57.38298081999994 -35.72086000899998, -57.38317117699995 -35.72113364699993, -57.38334963699998 -35.72140728499994, -57.383528095999964 -35.72165712799995, -57.38371845299997 -35.72193076599996, -57.38396829699997 -35.72231147999997, -57.38413485899997 -35.722549425999944, -57.38428952399994 -35.72275167999993, -57.38440849699998 -35.72297772899998, -57.384527469999966 -35.723191880999934, -57.38465833999999 -35.72334654599996, -57.38488438899998 -35.72385812999994, -57.38492008099996 -35.72391761599994, -57.38500336199996 -35.72406038399998, -57.385134232999974 -35.72426263799997, -57.385598227999935 -35.72500027099994, -57.385788583999954 -35.72533339499995, -57.385919454999964 -35.72551185499998, -57.38609791399995 -35.72579738999997, -57.38625257899997 -35.72608292599995, -57.386431038999945 -35.72639225599994, -57.386561908999965 -35.72672537999995, -57.38666898499997 -35.72693953199996, -57.386799854999936 -35.72715368299998, -57.386930725999946 -35.72736783499994, -57.38722815799997 -35.72801028899994, -57.38738282299994 -35.72831961899993, -57.38751369399995 -35.728581359999964, -57.38778733199996 -35.72905725199996, -57.38798958599995 -35.729354684999976, -57.38810855899993 -35.72969970599996, -57.38821563499994 -35.72998524199994, -57.38853686199997 -35.730603901999984, -57.388679629999956 -35.730937025999935, -57.38881049999998 -35.731163074999984, -57.38890567799996 -35.73119876699997, -57.38898895899996 -35.731127382999944, -57.38913172699995 -35.73094892299997, -57.38921500799995 -35.73085374499993, -57.38932208399996 -35.73067528499996, -57.389333980999936 -35.730568209999944, -57.389333980999936 -35.73025887999995, -57.389333980999936 -35.73008041999998, -57.389381569999955 -35.72996144699994, -57.38945295399998 -35.72979488499993, -57.389512440999965 -35.729687808999984, -57.38959572199997 -35.72956883599994, -57.389643310999986 -35.729461759999936, -57.38973848999996 -35.729271402999984, -57.389797975999954 -35.72903345699996, -57.389797975999954 -35.72886689499995, -57.38973848999996 -35.728676537999945, -57.38966710599993 -35.72852187299998, -57.389500543999986 -35.72834341399994, -57.38929828899995 -35.72827202999997, -57.38917931599997 -35.72823633799993, -57.38897706199998 -35.72823633799993, -57.38877480799994 -35.728260132999935, -57.388596347999965 -35.728212542999984, -57.38847737499998 -35.72818874899997, -57.38833460799998 -35.728117364999946, -57.38815614799995 -35.72797459699996, -57.388084763999984 -35.727843726999936, -57.38797768899997 -35.72762957499998, -57.387858714999936 -35.72748680799998, -57.38770404999997 -35.72726075899993, -57.38754938599993 -35.72712988899997, -57.38744230999998 -35.72701091499994, -57.38724005599994 -35.726832455999954, -57.38713297999993 -35.726689687999965, -57.386990211999944 -35.72651122899998, -57.38687123899996 -35.72634466599993, -57.38676416299995 -35.726190000999964, -57.38668088199995 -35.72605913099994, -57.386561908999965 -35.72591636299995, -57.386466730999985 -35.72579738999997, -57.38635965499998 -35.72564272499994, -57.38625257899997 -35.72545236899998, -57.386157400999934 -35.72526201199997, -57.38607411999993 -35.72513114099996, -57.38603842799995 -35.72495268199998, -57.386014632999945 -35.72476232499997, -57.38599083899999 -35.72453627599998, -57.38596704399998 -35.72431022699993, -57.38590755699994 -35.72409607599997, -57.38582427599994 -35.72391761599994, -57.38576478999994 -35.72372725899993, -57.385645816999954 -35.72347741599998, -57.38557443299993 -35.723310853999976, -57.385491151999986 -35.72314429099998, -57.38539597299996 -35.72298962599996, -57.38520561599995 -35.722906344999956, -57.38507474599999 -35.72285875599994, -57.38493197799994 -35.722775474999935, -57.38482490299998 -35.722632706999946, -57.38472972399995 -35.722489939999946, -57.384682134999935 -35.722359068999936, -57.38459885399993 -35.72219250699993, -57.384539366999945 -35.72207353399995, -57.38449177799998 -35.72188317699994, -57.384444188999964 -35.721716614999934, -57.38440849699998 -35.72159764199995, -57.38450367499996 -35.72149056599994, -57.38482490299998 -35.721431078999956, -57.38511043799997 -35.72122882499997, -57.385181821999936 -35.721074159999944, -57.385241307999934 -35.72087190599996, -57.385229410999955 -35.72066965199997, -57.38511043799997 -35.72039601399996, -57.384955772999945 -35.72025324599997, -57.384813004999955 -35.72019375999997, -57.38464644299995 -35.72015806799993, -57.38445608599994 -35.72016996499997, -57.38431331899994 -35.72028893799995, -57.384122961999935 -35.720372218999955, -57.38409916699993 -35.720277040999974, -57.38399209099998 -35.72018186199995, -57.38399209099998 -35.72007478699993, -57.38382552899998 -35.72002719699998, -57.383658966999974 -35.72002719699998, -57.38353999399993 -35.72012237599995)))",Esri-World_Imagery 2010
areas_de_actividad_agropecuaria_AL270.1308,1308,2,Establecimiento Agropecuario,,,,IGN,-1,"MULTIPOLYGON (((-58.275331637999955 -35.15454169399993, -58.27579670999995 -35.15607953899996, -58.27856878199998 -35.155460878999975, -58.27767648399998 -35.15314685299995, -58.27513046099995 -35.15381310199996, -58.275331637999955 -35.15454169399993)))",Imagery Esri 2001-2002-2006-2010
areas_de_actividad_agropecuaria_AL270.1309,1309,2,Establecimiento Agropecuario,,,,IGN,-1,"MULTIPOLYGON (((-58.39775948699997 -35.050109980999935, -58.39693475699994 -35.04932402299994, -58.39643031099996 -35.04976184299994, -58.39666825699999 -35.050114003999965, -58.39630657899994 -35.05039002099994, -58.396753917999945 -35.050761216999945, -58.39662066799997 -35.050903984999934, -58.39604007899993 -35.05038050299993, -58.394840830999954 -35.04934305799998, -58.395497561999946 -35.04855307699995, -58.395687918999954 -35.048581630999934, -58.396030560999975 -35.04859114899995, -58.39693475699994 -35.04932402299994, -58.39703772499996 -35.049246764999964, -58.39574352599993 -35.048078584999985, -58.39469656299997 -35.049273073999984, -58.39671434599995 -35.05110168999994, -58.39697384799996 -35.05091969199998, -58.396848294999984 -35.05081290099997, -58.39775948699997 -35.050109980999935)))",Imagery Esri 2001-2002-2006-2010
areas_de_actividad_agropecuaria_AL270.1310,1310,2,Establecimiento Agropecuario,,,,IGN,-1,"MULTIPOLYGON (((-58.447958417999985 -35.014698315999965, -58.44634633299995 -35.01595943099994, -58.448809074999986 -35.01818422699995, -58.45043305699994 -35.01692311199997, -58.447958417999985 -35.014698315999965), (-58.44776806099998 -35.01614383899994, -58.447619344999964 -35.01616763399994, -58.447506319999945 -35.016125992999946, -58.446917403999976 -35.01560251199993, -58.447072068999944 -35.01543000099997, -58.44786323899996 -35.01480539199997, -58.44799410999997 -35.01487082699998, -58.448053595999966 -35.01501954399998, -58.44801195599996 -35.015192053999954, -58.44781564999994 -35.01531102799993, -58.44780375299996 -35.01537646299994, -58.447922725999945 -35.01550138399995, -58.44809523699996 -35.01572148499997, -58.448065493999934 -35.01586425199997, -58.44776806099998 -35.01614383899994)))",Imagery Esri 2001-2002-2006-2010
areas_de_actividad_agropecuaria_AL270.1311,1311,2,Establecimiento Agropecuario,,,,IGN,-1,"MULTIPOLYGON (((-57.63040569399993 -35.398161724999966, -57.63138127299993 -35.39897074199996, -57.63202372799998 -35.398447259999955, -57.63109573799994 -35.39763824399995, -57.63040569399993 -35.398161724999966)))",Imagery Esri 2001-2002-2003-2010
areas_de_actividad_agropecuaria_AL270.1312,1312,2,Establecimiento Agropecuario,,,,IGN,-1,"MULTIPOLYGON (((-58.314262665999934 -35.44180327399994, -58.31282574699998 -35.44236156699998, -58.31256948099997 -35.44215106299998, -58.31181898899996 -35.44264528999997, -58.31234067299994 -35.443112059999976, -58.31277998499996 -35.44373441899995, -58.31381420099996 -35.44564725999993, -58.31234067299994 -35.44670893199998, -58.31287150899993 -35.44724892099998, -58.31504061499999 -35.44591267799996, -58.316038220999985 -35.44655334199996, -58.31655990499996 -35.44623300999996, -58.316978207999966 -35.44601186999995, -58.31616592399996 -35.444820403999984, -58.31519480299994 -35.44339381499998, -58.31666057999996 -35.44261783299993, -58.31575134199994 -35.44112461299994, -58.314262665999934 -35.44180327399994)))",Esri-World_Imagery 2010
areas_de_actividad_agropecuaria_AL270.1313,1313,2,Establecimiento Agropecuario,,,,IGN,-1,"MULTIPOLYGON (((-57.991426718999946 -35.574903450999955, -57.99273130399996 -35.575069955999936, -57.99304896499996 -35.57419693299994, -57.99309683499996 -35.573654406999935, -57.99307855799998 -35.573562065999965, -57.99305381099998 -35.57347124499995, -57.99302271499994 -35.57338239699993, -57.99298542699995 -35.57329596599993, -57.992942132999985 -35.57321238099996, -57.992893047999985 -35.57313205899993, -57.992838415999984 -35.573055401999966, -57.99277851099998 -35.57298279199995, -57.99271363199995 -35.57291458999998, -57.99264410099994 -35.57285113699993, -57.99257026499998 -35.57279274899997, -57.991134167999974 -35.57188321999996, -57.991076514999975 -35.571859065999945, -57.99102063399994 -35.57183105399997, -57.990966783999966 -35.571799313999975, -57.98940755299998 -35.57165125999995, -57.98943585899997 -35.57149183599995, -57.98956285699995 -35.57077656699994, -57.985057961999985 -35.57032358999993, -57.984855868999944 -35.571453421999934, -57.98481038699998 -35.571707696999965, -57.98467026999998 -35.57249104099998, -57.984399193999934 -35.57400652899997, -57.98554105499994 -35.57415226399996, -57.98664416299994 -35.57429305399995, -57.987712199999976 -35.57442936699994, -57.98838117699995 -35.574514748999945, -57.98888765299995 -35.57457939099993, -57.99020425699996 -35.574747428999956, -57.991426718999946 -35.574903450999955)))",Esri-World_Imagery 2010
areas_de_actividad_agropecuaria_AL270.1314,1314,2,Establecimiento Agropecuario,,,,IGN,-1,"MULTIPOLYGON (((-57.995907375999934 -35.577357639999946, -57.99843269699994 -35.57773654999994, -57.99858057899996 -35.576927532999946, -57.99877903699996 -35.57584182699998, -57.99856851299995 -35.575814958999956, -57.998545827999976 -35.57582863099998, -57.99690472299994 -35.57676279799995, -57.995907375999934 -35.577357639999946)))",Esri-World_Imagery 2010
areas_de_actividad_agropecuaria_AL270.1315,1315,2,Establecimiento Agropecuario,,,,IGN,-1,"MULTIPOLYGON (((-57.97633086299999 -35.59286585199993, -57.97830579699996 -35.59431034299996, -57.97840553599997 -35.59409576499996, -57.978531792999945 -35.59382413599997, -57.97866549699995 -35.59368773999995, -57.97880414699995 -35.593556374999935, -57.978947554999934 -35.59343022099995, -57.979095524999934 -35.593309449999936, -57.97924785399994 -35.59319422599998, -57.97940433499997 -35.593084706999946, -57.979564753999966 -35.59298104299995, -57.97962963799995 -35.59292568699993, -57.97969136099994 -35.59286682599998, -57.97974973399994 -35.592804642999965, -57.97980457899996 -35.59273932599996, -57.97985572699997 -35.59267107599993, -57.97986113799993 -35.592640194999944, -57.97987149599999 -35.59261060499995, -57.97988652699996 -35.592583091999984, -57.97990582999995 -35.59255838799993, -57.979928892999965 -35.59253715099993, -57.97993688199995 -35.59249848199994, -57.97993876299995 -35.59245904199997, -57.979934491999984 -35.59241978899996, -57.97992417199998 -35.592381675999945, -57.979908052999974 -35.592345630999944, -57.97988652799995 -35.59231252799998, -57.979860119999955 -35.59228317399993, -57.97982946999997 -35.59225828099994, -57.97969252599995 -35.59215540599996, -57.97955148999995 -35.59205821599994, -57.97940659899996 -35.59196687399998, -57.97925809499998 -35.591881531999945, -57.97910622499995 -35.59180233199993, -57.97895124499996 -35.591729407999935, -57.97879341199996 -35.591662880999934, -57.97863299199997 -35.591602862999935, -57.97850302499995 -35.59155961899995, -57.978371713999934 -35.59152064699998, -57.97823919899997 -35.59148598999997, -57.97810562099994 -35.59145568399998, -57.97694873699999 -35.59118936599998, -57.976897174999976 -35.59134775499996, -57.97673537099996 -35.591571424999984, -57.97654977299993 -35.59176654099997, -57.976478389999954 -35.59203303999993, -57.97633086299999 -35.59286585199993)))",Esri-World_Imagery 2010
areas_de_actividad_agropecuaria_AL270.1316,1316,2,Establecimiento Agropecuario,,,,IGN,-1,"MULTIPOLYGON (((-57.98967936599996 -35.545085996999944, -57.99305015899995 -35.54601874599996, -57.99325955099994 -35.54491467599996, -57.991489231999935 -35.54312796199997, -57.98982069599998 -35.544310252999935, -57.98967936599996 -35.545085996999944)))",Esri-World_Imagery 2010
areas_de_actividad_agropecuaria_AL270.1317,1317,2,Establecimiento Agropecuario,,,,IGN,-1,"MULTIPOLYGON (((-57.98052722099993 -35.58092060799993, -57.98088246599997 -35.580968343999984, -57.98120335599998 -35.57935309299995, -57.979887513999984 -35.57915321799993, -57.97953525599996 -35.58078731299997, -57.98052722099993 -35.58092060799993)))",Esri-World_Imagery 2010
areas_de_actividad_agropecuaria_AL270.1318,1318,2,Establecimiento Agropecuario,,,,IGN,-1,"MULTIPOLYGON (((-57.98416319499995 -35.55021659299996, -57.98762397499996 -35.55053781999993, -57.98787415199996 -35.54936402499993, -57.984818589999975 -35.54903495399998, -57.984421564999934 -35.54899117299993, -57.98438948699999 -35.549076527999944, -57.98435936799996 -35.54916259399994, -57.98420350799995 -35.549999999999955, -57.98416319499995 -35.55021659299996)))",Esri-World_Imagery 2010
areas_de_actividad_agropecuaria_AL270.1319,1319,2,Establecimiento Agropecuario,,,,IGN,-1,"MULTIPOLYGON (((-59.10694238099995 -35.14633846899994, -59.10687099699999 -35.14781373499994, -59.108500927999955 -35.14778993999994, -59.108512824999934 -35.147242663999975, -59.10888164199997 -35.147242663999975, -59.108869743999946 -35.14635036599998, -59.10694238099995 -35.14633846899994)))",Esri-word_Imagery_2010
areas_de_actividad_agropecuaria_AL270.1320,1320,2,Establecimiento Agropecuario,,,,IGN,-1,"MULTIPOLYGON (((-57.54132370999997 -35.06797265499995, -57.54138319599997 -35.068400957999984, -57.54152596399996 -35.06879356899998, -57.54174011499998 -35.06929325599998, -57.54189143499997 -35.06978923999998, -57.54372361999998 -35.06834252799996, -57.54391397699993 -35.06827590299997, -57.54415192299996 -35.06814265299994, -57.545084670999984 -35.06806650999994, -57.54592224199996 -35.06806650999994, -57.54695968699997 -35.06810458199993, -57.547844845999975 -35.06821879599994, -57.54936770099994 -35.06853288499997, -57.55108159099996 -35.06901670999997, -57.55139443799993 -35.06848486999996, -57.55142146999998 -35.06830465799993, -57.54790967399998 -35.065075365999974, -57.547636746999956 -35.065268411999966, -57.54596555699993 -35.06666106999995, -57.54555439099994 -35.066913074999945, -57.54534217699995 -35.06700591899994, -57.54493101099996 -35.06711202599996, -57.54386993799994 -35.067337503999966, -57.542207417999975 -35.06762663799998, -57.541292613999985 -35.06778573399998, -57.54132370999997 -35.06797265499995)))",Esri-World_Imagery 2010
areas_de_actividad_agropecuaria_AL270.1324,1324,2,Establecimiento Agropecuario,,,,IGN,-1,"MULTIPOLYGON (((-57.97380061299998 -35.00200657899995, -57.973526498999945 -35.00206749399996, -57.97337040599996 -35.00195708699994, -57.97311913499993 -35.00179337999998, -57.972921163999956 -35.00176672999993, -57.97277649299997 -35.001839064999956, -57.97274603599993 -35.00191140099997, -57.972768877999954 -35.002040843999964, -57.97286024999994 -35.002116985999976, -57.97297446399995 -35.00221977899997, -57.973122941999975 -35.002349221999964, -57.97330187799997 -35.00252815699997, -57.97349984899995 -35.002680442999974, -57.973697819999984 -35.002809885999966, -57.97397954799993 -35.00290506399995, -57.97427650499998 -35.00295836399994, -57.974451632999944 -35.00299643499994, -57.97470290399997 -35.00295836399994, -57.974881839999966 -35.00283272799993, -57.97498463299996 -35.00269567099997, -57.975144531999945 -35.00260429999997, -57.97523971099997 -35.002509121999935, -57.97527778199998 -35.00235302899995, -57.97527778199998 -35.00224262199998, -57.97534250399997 -35.00213982899993, -57.975433874999965 -35.00205607199996, -57.97547194599997 -35.00194566499994, -57.97543768199995 -35.001850486999956, -57.97531585399997 -35.001762922999944, -57.975209253999935 -35.00170200799994, -57.97501508999994 -35.001667743999974, -57.97486661099998 -35.00161825099997, -57.97472574699998 -35.00160682999996, -57.97461914699994 -35.00159160099997, -57.974474475999955 -35.00153830199997, -57.97444194499997 -35.00151780699997, -57.97437168299996 -35.00153449399994, -57.97411660499995 -35.00170581599997, -57.97392624799994 -35.00184287299993, -57.97380061299998 -35.00200657899995)))",Esri-World_Imagery 2010
areas_de_actividad_agropecuaria_AL270.1325,1325,2,Establecimiento Agropecuario,,,,IGN,-1,"MULTIPOLYGON (((-58.20773398899996 -35.20830776299994, -58.21403004299998 -35.21487507499995, -58.21475432999995 -35.21428247699998, -58.211611594999965 -35.21113974199994, -58.21351516399994 -35.209959528999946, -58.21650206999993 -35.21285250799997, -58.21889841999996 -35.21089185799997, -58.214072872999964 -35.20548096299996, -58.21650166799998 -35.20322376799993, -58.21667166499998 -35.203065780999964, -58.21592547599994 -35.20240421899996, -58.212835809999945 -35.19966495799997, -58.207539329999975 -35.20812475799994, -58.20773398899996 -35.20830776299994)))",IGN
areas_de_actividad_agropecuaria_AL270.1326,1326,2,Establecimiento Agropecuario,,,,IGN,-1,"MULTIPOLYGON (((-57.55407274199996 -35.06265195399993, -57.55412193799998 -35.06279262099997, -57.554316374999985 -35.06276992399995, -57.55451130199998 -35.06275191299994, -57.55470660499998 -35.06273859899994, -57.55490217299996 -35.06272998899993, -57.55511816799998 -35.06272595399997, -57.555334193999954 -35.06272765799997, -57.55555009799997 -35.06273509899995, -57.55576572799998 -35.062748270999975, -57.555980932999944 -35.06276716699995, -57.556885045999934 -35.06288490299994, -57.55713068199998 -35.06291689099993, -57.557046077999985 -35.06277596599995, -57.55699892999996 -35.06269743099995, -57.55695782699996 -35.06262896599998, -57.55683835899998 -35.06252775199994, -57.55609902499998 -35.06190137799996, -57.55588985999998 -35.06172417099998, -57.55735388499994 -35.06054684999998, -57.55134336699996 -35.05532155399993, -57.54854691999998 -35.057555897999976, -57.54887551499996 -35.05782555199994, -57.549499725999965 -35.05833779699998, -57.549999999999955 -35.058786837999946, -57.55068469799994 -35.05940141599996, -57.552512123999975 -35.060921890999964, -57.553247376999934 -35.06162859099993, -57.553732786999944 -35.06213541699998, -57.55399639999996 -35.06250687099998, -57.55404687599997 -35.06257799599996, -57.55407274199996 -35.06265195399993)))",Esri-World_Imagery 2010
areas_de_actividad_agropecuaria_AL270.1327,1327,2,Establecimiento Agropecuario,,,,IGN,-1,"MULTIPOLYGON (((-57.95172420599994 -35.56520328399995, -57.95290716399995 -35.56618908199994, -57.95288192399994 -35.56627351399993, -57.95314765599994 -35.566172095999946, -57.95324045499996 -35.56627917199995, -57.954304073999936 -35.56536545899996, -57.95290495099994 -35.56428756299994, -57.95172420599994 -35.56520328399995)))",Esri-World_Imagery 2010
areas_de_actividad_agropecuaria_AL270.1328,1328,2,Establecimiento Agropecuario,,,,IGN,-1,"MULTIPOLYGON (((-57.531739121999976 -35.06565521999994, -57.532100398999944 -35.067020759999934, -57.53284308899998 -35.06688673199994, -57.53314412999998 -35.06820361399997, -57.53660598199997 -35.06759614199996, -57.53594629199995 -35.064963184999954, -57.53487960599995 -35.065112143999954, -57.53345906799996 -35.06536912599995, -57.531739121999976 -35.06565521999994)))",Esri-World_Imagery 2010
areas_de_actividad_agropecuaria_AL270.1329,1329,2,Establecimiento Agropecuario,,,,IGN,-1,"MULTIPOLYGON (((-57.53044639999996 -35.06706040299997, -57.53081759599996 -35.068666538999935, -57.53200256699995 -35.06843811099998, -57.531631370999946 -35.06683197499996, -57.53044639999996 -35.06706040299997)))",Esri-World_Imagery 2010
areas_de_actividad_agropecuaria_AL270.1330,1330,2,Establecimiento Agropecuario,,,,IGN,-1,"MULTIPOLYGON (((-57.56857643999996 -35.06560612199996, -57.57113168999996 -35.067802891999975, -57.57644553099993 -35.06588280699998, -57.581144489999986 -35.06998594999993, -57.583043299999986 -35.068636795999964, -57.585581254999965 -35.066651099999945, -57.587658820999934 -35.06518087899997, -57.59036316199996 -35.06318024799998, -57.59094500499998 -35.06274980999996, -57.59097389899995 -35.06268602599994, -57.59098103799994 -35.06262891899996, -57.59097362199998 -35.06257329799996, -57.59096676099995 -35.062521842999956, -57.59087396199993 -35.06244332099993, -57.58528822399995 -35.05757133599997, -57.57957428799995 -35.059424698999976, -57.57951718099997 -35.059615055999984, -57.579307788999984 -35.05984348399994, -57.578774789999954 -35.060243233999984, -57.57795625499995 -35.06054780499994, -57.57755650599995 -35.06064298299998, -57.577080612999964 -35.060681054999975, -57.57698543499998 -35.06083333999993, -57.576795077999975 -35.06102369699994, -57.576547613999935 -35.06115694699997, -57.57571004399995 -35.06130923199993, -57.57407297499998 -35.06161380299994, -57.571255692999955 -35.06220390999994, -57.57078931799998 -35.06233715899998, -57.57005644399993 -35.062584622999964, -57.56945681999997 -35.06277497999997, -57.56755110499995 -35.06329871299994, -57.56748012699995 -35.06424438099998, -57.567441164999934 -35.06434170899996, -57.56723540499996 -35.06449510999994, -57.56857643999996 -35.06560612199996)))",Esri-World_Imagery 2010
areas_de_actividad_agropecuaria_AL270.1331,1331,2,Establecimiento Agropecuario,,,,IGN,-1,"MULTIPOLYGON (((-57.74485782199997 -35.065686564999965, -57.74626297399993 -35.06706442899997, -57.74803771399996 -35.066795507999984, -57.74794554899995 -35.06633094699998, -57.74792542899996 -35.066229532999955, -57.74745869299994 -35.064280131999965, -57.74736670699997 -35.06389593899996, -57.74728642799994 -35.06393220199993, -57.74713176299997 -35.06403927799994, -57.74624903399996 -35.064668611999934, -57.74586767399995 -35.06494049899993, -57.745516703999954 -35.06520223999996, -57.74526510599998 -35.06538718199994, -57.74485782199997 -35.065686564999965)))",Esri-World_Imagery 2010
areas_de_actividad_agropecuaria_AL270.1332,1332,2,Establecimiento Agropecuario,,,,IGN,-1,"MULTIPOLYGON (((-57.721805366999945 -35.06822914199995, -57.72214550299998 -35.06853119099998, -57.725893489999976 -35.06562934999994, -57.72505591899994 -35.06492502899994, -57.72131448099998 -35.06779211399993, -57.721805366999945 -35.06822914199995)))",Esri-World_Imagery 2010
areas_de_actividad_agropecuaria_AL270.1333,1333,2,Establecimiento Agropecuario,,,,IGN,-1,"MULTIPOLYGON (((-59.066432790999954 -35.15686590099995, -59.06594890599996 -35.15767673399995, -59.06673358399996 -35.15797098799993, -59.066923213999985 -35.157611343999974, -59.066524335999986 -35.15744786899995, -59.06659626499999 -35.15728439499998, -59.06701475999995 -35.15742825299998, -59.067152077999935 -35.157120920999944, -59.066432790999954 -35.15686590099995)))",Esri-Word_Imagery_2010
